Time,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Early Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug,Late Drug
,population_mean,population_sem,population_shuffled_mean,population_shuffled_lower_conf,population_shuffled_upper_conf,up_modulated_mean,up_modulated_sem,down_modulated_mean,down_modulated_sem,non_modulated_mean,non_modulated_sem,C00_mean,C00_sem,C01_mean,C01_sem,C02_mean,C02_sem,C03_mean,C03_sem,C04_mean,C04_sem,C05_mean,C05_sem,C06_mean,C06_sem,C07_mean,C07_sem,C08_mean,C08_sem,C09_mean,C09_sem,C10_mean,C10_sem,C11_mean,C11_sem,C12_mean,C12_sem,C13_mean,C13_sem,C14_mean,C14_sem,C15_mean,C15_sem,C16_mean,C16_sem,C17_mean,C17_sem,C18_mean,C18_sem,C19_mean,C19_sem,population_mean,population_sem,population_shuffled_mean,population_shuffled_lower_conf,population_shuffled_upper_conf,up_modulated_mean,up_modulated_sem,down_modulated_mean,down_modulated_sem,non_modulated_mean,non_modulated_sem,C00_mean,C00_sem,C01_mean,C01_sem,C02_mean,C02_sem,C03_mean,C03_sem,C04_mean,C04_sem,C05_mean,C05_sem,C06_mean,C06_sem,C07_mean,C07_sem,C08_mean,C08_sem,C09_mean,C09_sem,C10_mean,C10_sem,C11_mean,C11_sem,C12_mean,C12_sem,C13_mean,C13_sem,C14_mean,C14_sem,C15_mean,C15_sem,C16_mean,C16_sem,C17_mean,C17_sem,C18_mean,C18_sem,C19_mean,C19_sem,population_mean,population_sem,population_shuffled_mean,population_shuffled_lower_conf,population_shuffled_upper_conf,up_modulated_mean,up_modulated_sem,down_modulated_mean,down_modulated_sem,non_modulated_mean,non_modulated_sem,C00_mean,C00_sem,C01_mean,C01_sem,C02_mean,C02_sem,C03_mean,C03_sem,C04_mean,C04_sem,C05_mean,C05_sem,C06_mean,C06_sem,C07_mean,C07_sem,C08_mean,C08_sem,C09_mean,C09_sem,C10_mean,C10_sem,C11_mean,C11_sem,C12_mean,C12_sem,C13_mean,C13_sem,C14_mean,C14_sem,C15_mean,C15_sem,C16_mean,C16_sem,C17_mean,C17_sem,C18_mean,C18_sem,C19_mean,C19_sem
-2.0,0.323051780462265,0.21452338993549347,0.24933524429798126,0.03391775917261839,0.48982308208942393,0.6573346257209778,,-0.1624504178762436,,0.3314528465270996,0.12867774069309235,-0.48938918113708496,0.12127397209405899,-0.11736883968114853,0.11848113685846329,-0.1624504178762436,0.2647456228733063,-0.26266399025917053,0.20020341873168945,-0.2094513177871704,0.13542132079601288,-0.3784011900424957,0.2469939887523651,-0.18160277605056763,0.18577156960964203,0.5179895758628845,0.8335794806480408,0.657984733581543,0.31114864349365234,0.6573346257209778,0.5196778178215027,0.043003279715776443,0.39490339159965515,1.3998322486877441,0.6183732748031616,0.4245971739292145,0.7062525153160095,0.7081447243690491,0.31116676330566406,0.6112285852432251,0.5994841456413269,0.4207080602645874,0.3879580497741699,1.0004843473434448,0.18268874287605286,1.1419860124588013,0.2727079689502716,0.5283114314079285,0.7432661652565002,0.1507583111524582,0.44345465302467346,-0.16864164173603058,0.1078093945980072,-0.07894089072942734,-0.24949738010764122,0.14009235054254537,,,,,-0.16864164173603058,0.06867668777704239,-0.20527414977550507,0.047577954828739166,-0.29201096296310425,0.07525736838579178,-0.2509896159172058,0.2660999596118927,-0.28087425231933594,0.1817636936903,0.2176748812198639,0.35594460368156433,0.6068341732025146,0.28551939129829407,0.10369421541690826,0.3485262989997864,-0.3105204105377197,0.18900276720523834,-0.39172491431236267,0.19019874930381775,-0.579473614692688,0.26186099648475647,0.14536027610301971,0.4761984348297119,-0.0394630990922451,0.21659106016159058,-0.33574777841567993,0.3113528788089752,0.06641477346420288,0.24962303042411804,-0.3274993896484375,0.4023365080356598,-0.37412920594215393,0.28439122438430786,-0.40001869201660156,0.3378644585609436,-0.6840218305587769,0.4367356598377228,-0.19932053983211517,0.4340992271900177,0.15825775265693665,0.4547332525253296,-0.24375654757022858,0.16327355802059174,-0.18918105959892273,-0.5114750415086746,0.09715694263577458,,,,,-0.24375656247138977,0.13144052028656006,-0.3464944660663605,0.05022495612502098,-0.47029855847358704,0.29936403036117554,-0.35861122608184814,0.35870468616485596,1.1412705183029175,1.390474557876587,-0.2109285593032837,0.11325625330209732,-0.54583740234375,0.7769131660461426,0.17022700607776642,0.1961485743522644,-0.45480677485466003,0.4193176031112671,-0.8963448405265808,0.4361579120159149,0.18466590344905853,0.3122958838939667,-0.13809289038181305,0.1837031990289688,0.530724048614502,0.4416161775588989,-0.6264285445213318,0.39177900552749634,-0.5412918329238892,0.7029290199279785,0.2925637662410736,0.24842409789562225,-0.46285414695739746,0.6966663599014282,0.5065942406654358,0.5677125453948975,-0.503594696521759,0.6404831409454346,-0.5894110798835754,0.26420700550079346,-1.5561814308166504,0.582863450050354
-1.9,0.3349819481372833,0.26222020387649536,0.23958677053451538,0.0326522327028215,0.5004101730883119,0.46529221534729004,,-0.04226301982998848,,0.34870052337646484,0.14176346361637115,-0.47007355093955994,0.06348125636577606,-0.12032171338796616,0.05596398562192917,-0.04226301982998848,0.2922148108482361,-0.03647412732243538,0.3137584924697876,-0.3068990111351013,0.1424582153558731,-0.3291209042072296,0.0913509950041771,-0.13363152742385864,0.16467520594596863,0.3346071243286133,0.6995328068733215,1.2012356519699097,0.6319106817245483,0.46529221534729004,0.17281778156757355,-0.0715169906616211,0.5465610027313232,1.1601160764694214,0.283847451210022,0.9419862627983093,1.065529704093933,0.36474332213401794,0.519781768321991,0.3702477514743805,0.3914392292499542,1.1013973951339722,0.608410656452179,0.328113853931427,0.8008313179016113,1.4266133308410645,0.5506224632263184,0.6633248329162598,0.533524215221405,-0.14773838222026825,0.6559693217277527,-0.14473101496696472,0.13435417413711548,-0.0849621370434761,-0.2880591362714767,0.10080917812883856,,,,,-0.1447310447692871,0.08949927985668182,-0.18891414999961853,0.027237841859459877,-0.3473418354988098,0.09182064235210419,-0.7325464487075806,0.20795531570911407,-0.24608197808265686,0.17947955429553986,0.38557425141334534,0.41856420040130615,0.31386077404022217,0.21906761825084686,0.07355614751577377,0.35933130979537964,-0.2037954032421112,0.2042459398508072,-0.41495752334594727,0.2279687374830246,-0.5244323015213013,0.2345653474330902,0.33934998512268066,0.258640319108963,0.49679499864578247,0.04292988032102585,-0.02944049797952175,0.41244667768478394,0.20990757644176483,0.19838276505470276,-0.3848223090171814,0.26357483863830566,-0.6750757694244385,0.19645418226718903,-0.5918434858322144,0.3211299479007721,-0.7176822423934937,0.3942624628543854,0.043253373354673386,0.5057181119918823,0.30001598596572876,0.4407890737056732,-0.33132651448249817,0.2539074718952179,-0.18711945414543152,-0.6531137324869632,0.14729409292340273,,,,,-0.33132654428482056,0.11669646948575974,-0.3354065418243408,0.05493614450097084,-0.5214353799819946,0.16815117001533508,-0.6610178351402283,0.5197449326515198,0.6363267302513123,1.0885694026947021,-0.5612892508506775,0.06321977823972702,0.17308233678340912,0.503514289855957,-0.19936585426330566,0.10488752275705338,-0.42189303040504456,0.3149968087673187,-0.9485573768615723,0.41214632987976074,0.5773332118988037,0.23214857280254364,-0.559352457523346,0.13969296216964722,0.7108378410339355,0.252145379781723,-0.7129608988761902,0.38893502950668335,-0.9073869585990906,0.5865548849105835,-0.5226070880889893,0.7640509009361267,-0.6448268890380859,0.6401501297950745,0.08500436693429947,0.5118692517280579,-0.22354066371917725,0.7262929081916809,-0.48717960715293884,0.7985965013504028,-1.102294921875,1.1185115575790405
-1.8,0.1666456013917923,0.06602822989225388,0.24496737122535706,0.019703473523259164,0.536825558543205,-0.3376694619655609,,-0.46885553002357483,,0.22996872663497925,0.11465469002723694,-0.3792172372341156,0.09804458171129227,-0.17612670361995697,0.1557241827249527,-0.46885553002357483,0.3834744691848755,0.012300769798457623,0.3103835880756378,-0.16643746197223663,0.22069677710533142,0.5390214920043945,0.2570011615753174,-0.2638717591762543,0.1105009913444519,0.27358278632164,0.607686460018158,1.4081554412841797,0.802934467792511,-0.3376694619655609,0.9938647747039795,-0.214607372879982,0.48539724946022034,0.7610613703727722,0.18877451121807098,0.22843234241008759,0.22316041588783264,0.3617217540740967,0.22260691225528717,0.60792076587677,0.6054496765136719,-0.110906682908535,0.5556586980819702,0.5714713931083679,0.34770631790161133,0.8707336783409119,0.5665680766105652,0.08433061838150024,0.04257579892873764,-0.268127977848053,0.650046706199646,-0.04371321573853493,0.07238070666790009,-0.08693159371614456,-0.3550263598561287,0.1220334026962519,,,,,-0.043713223189115524,0.0807555690407753,-0.2152087241411209,0.03499829024076462,-0.17435434460639954,0.03245888277888298,-0.2377977818250656,0.14845184981822968,-0.2290312498807907,0.1823192685842514,0.6628265380859375,0.6485370397567749,0.005123129580169916,0.3008260130882263,0.25975972414016724,0.6154123544692993,-0.045616913586854935,0.36482781171798706,-0.4509548544883728,0.1519310623407364,-0.48602062463760376,0.36564069986343384,0.1456373780965805,0.5168840885162354,0.2358936369419098,0.20522291958332062,-0.045922983437776566,0.41544872522354126,0.4482181966304779,0.3231744170188904,-0.011474144645035267,0.33933281898498535,-0.20449510216712952,0.2950628101825714,-0.6632498502731323,0.4059789180755615,-0.47417983412742615,0.2483975738286972,-0.021996060386300087,0.31265440583229065,0.6285794973373413,0.22501841187477112,-0.4584968090057373,0.40853339433670044,-0.20902295410633087,-0.5986219644546509,0.059797031991183754,,,,,-0.45849674940109253,0.11440829187631607,-0.29980066418647766,0.016191178932785988,-0.2983538806438446,0.29740509390830994,-0.6806574463844299,0.3348409831523895,0.5478807687759399,0.8390740156173706,-0.5213940143585205,0.04575878381729126,-0.24099105596542358,0.5654281973838806,-0.1539342850446701,0.11613675951957703,-0.45120367407798767,0.2184695452451706,-0.9600825309753418,0.41140955686569214,-1.4620294570922852,0.5923661589622498,-0.6425977945327759,0.40285801887512207,0.7876777648925781,0.17604157328605652,-0.7325057983398438,0.8412443399429321,-0.8993263840675354,0.5973232984542847,-0.6917248368263245,1.089147925376892,-1.1347357034683228,1.2272894382476807,-0.2023378610610962,0.8580934405326843,-0.4350565969944,1.2739472389221191,-0.33788809180259705,0.6875024437904358,-0.36087384819984436,1.0637551546096802
-1.7,0.24427247047424316,0.13185341656208038,0.23179955780506134,-0.03158971481025218,0.4743119232356547,0.40344420075416565,,-0.3264937400817871,,0.26713886857032776,0.15718349814414978,-0.43790268898010254,0.0429353266954422,-0.01572650671005249,0.3210233151912689,-0.3264937400817871,0.25536853075027466,-0.07549005001783371,0.22189012169837952,-0.25531136989593506,0.24762669205665588,0.041426535695791245,0.1711806356906891,-0.3296132981777191,0.12725313007831573,0.0539218969643116,0.5641395449638367,1.4958906173706055,0.7229878306388855,0.40344420075416565,0.9836137890815735,-0.4461641311645508,0.7413794994354248,-0.02716066502034664,0.29618749022483826,0.25948962569236755,0.7209211587905884,0.2051600217819214,0.3501654863357544,0.7387241721153259,0.6899104714393616,0.8408648371696472,0.4624979496002197,1.4215224981307983,0.05076219141483307,1.51775062084198,0.3291832208633423,0.3159235417842865,0.6074945330619812,-0.4948064982891083,0.6021260619163513,-0.11925146728754044,0.1323830783367157,-0.09303353726863861,-0.273976543545723,0.08668671473860742,,,,,-0.11925146728754044,0.09667304903268814,-0.20755724608898163,0.03937586024403572,-0.22536464035511017,0.07777579873800278,-0.16852526366710663,0.14690397679805756,-0.3306868076324463,0.1725611835718155,0.6584276556968689,0.6557730436325073,0.18357627093791962,0.30750536918640137,0.3665422797203064,0.5600484013557434,0.042026448994874954,0.42574140429496765,-0.5362011194229126,0.19156771898269653,-0.3722940683364868,0.3122131824493408,0.24867574870586395,0.30887889862060547,0.5923596620559692,0.2272145301103592,-0.10575063526630402,0.22718730568885803,0.09341917186975479,0.2875139117240906,-0.28206297755241394,0.18064680695533752,-0.36035671830177307,0.23024608194828033,-1.1463264226913452,0.2847634553909302,-0.6901870965957642,0.3281058669090271,-0.32902026176452637,0.2461145967245102,0.18427670001983643,0.4364579916000366,-0.5593588948249817,0.38450950384140015,-0.17831233143806458,-0.5951507329940796,0.13047224693000314,,,,,-0.5593588948249817,0.1140475645661354,-0.2971077263355255,0.02739926241338253,-0.3099135160446167,0.09064590930938721,-0.27986523509025574,0.28217506408691406,0.3292568027973175,0.6131027340888977,-0.442958265542984,0.20291490852832794,-0.09744713455438614,0.6232598423957825,-0.038505226373672485,0.1827894002199173,-0.5391191840171814,0.18097259104251862,-1.001172423362732,0.23840470612049103,-0.6692958474159241,0.3480355441570282,-0.6573405265808105,0.40129217505455017,0.5984095931053162,0.20616956055164337,-0.5680457949638367,0.6173078417778015,-0.8457798361778259,0.7399426698684692,-1.2596287727355957,0.7547882199287415,-1.0791202783584595,0.8474156260490417,-1.4031389951705933,0.892724335193634,-0.8098401427268982,1.2165813446044922,-0.7919170260429382,0.850836992263794,-1.0246485471725464,0.9123124480247498
-1.6,0.26664817333221436,0.14381469786167145,0.22281427681446075,-0.05014905706048011,0.518199998140335,0.4363133907318115,,-0.387636661529541,,0.29357147216796875,0.11930245161056519,-0.48093414306640625,0.04987333342432976,-0.03859145566821098,0.12052645534276962,-0.387636661529541,0.24542880058288574,-0.10198372602462769,0.19204697012901306,0.004849930759519339,0.2592044472694397,-0.12085703015327454,0.03101230226457119,-0.08213665336370468,0.026413267478346825,0.015312989242374897,0.5380868315696716,1.317794919013977,0.5271815657615662,0.4363133907318115,0.4632050395011902,-0.3715384006500244,0.5938621163368225,0.7510294914245605,0.33978521823883057,0.3469606935977936,0.5329188108444214,0.6400755047798157,0.058396320790052414,0.5275545716285706,0.7887077331542969,0.9212405681610107,0.30200091004371643,0.5868449211120605,0.15982051193714142,0.8576516509056091,0.5114250183105469,0.6651227474212646,0.5431566834449768,-0.15410973131656647,0.4687945246696472,-0.20936670899391174,0.14168742299079895,-0.10565532743930817,-0.31841117739677427,0.08127131871879115,,,,,-0.20936667919158936,0.0834631472826004,-0.2291041612625122,0.06407756358385086,-0.1355288326740265,0.03775571659207344,-0.6091101765632629,0.13223059475421906,-0.3535682260990143,0.16875861585140228,0.47380906343460083,0.5240529775619507,0.3843778967857361,0.09534867107868195,0.09125560522079468,0.44616028666496277,0.007246947381645441,0.3884948194026947,-0.48609432578086853,0.17479217052459717,-0.5587418675422668,0.38995233178138733,-0.11607538163661957,0.4205127954483032,0.1809859275817871,0.14808376133441925,-0.21899716556072235,0.5396676063537598,0.16440632939338684,0.3762439787387848,-0.44684404134750366,0.26384875178337097,-0.2774437367916107,0.3968062996864319,-0.8234826922416687,0.32103243470191956,-0.8700259327888489,0.1884264498949051,-0.43567100167274475,0.513494610786438,0.07127167284488678,0.2810242474079132,-0.43359819054603577,0.17404939234256744,-0.16484729945659637,-0.5650921240448952,0.13364154528826463,,,,,-0.43359819054603577,0.11625023186206818,-0.38602152466773987,0.06454186141490936,-0.3073769509792328,0.21355752646923065,-0.7545919418334961,0.2927199602127075,0.5144092440605164,0.4506995975971222,-0.49567484855651855,0.1330779790878296,0.049312133342027664,0.17803740501403809,-0.07063378393650055,0.189030721783638,-0.5848658680915833,0.03321820870041847,-1.1037932634353638,0.19561026990413666,-0.28620752692222595,0.13552334904670715,-0.31073737144470215,0.3653857111930847,1.0111578702926636,0.08274616301059723,-0.6571912169456482,0.6311275362968445,-0.8989643454551697,0.7692573666572571,-0.4674854576587677,0.5982717871665955,-0.9181056022644043,0.6945540904998779,-0.3617364168167114,0.2921884059906006,-0.7466592788696289,0.3396572768688202,-1.0343234539031982,0.7628831267356873,-0.8624746799468994,0.7792349457740784
-1.5,0.20103199779987335,0.10540030896663666,0.23090535402297974,-0.031809718534350384,0.5537703648209567,1.181113839149475,,-0.602249801158905,,0.1912097930908203,0.12150871008634567,-0.5594279766082764,0.05163808539509773,0.20437364280223846,0.4232705533504486,-0.602249801158905,0.4737262427806854,-0.11590367555618286,0.1039157509803772,-0.04313435032963753,0.4489275813102722,-0.2527192533016205,0.18094095587730408,-0.2857954502105713,0.26559171080589294,-0.048707228153944016,0.4672260582447052,1.1340473890304565,0.34188222885131836,1.181113839149475,0.8494862914085388,-0.5257225036621094,0.3189353346824646,0.6748456954956055,0.21822217106819153,-0.165768101811409,0.4848104417324066,0.36156389117240906,0.37055596709251404,0.1984577178955078,0.7504504323005676,0.35836124420166016,0.3843078911304474,1.1162009239196777,0.5544394850730896,0.9412733912467957,0.26728370785713196,0.42628875374794006,0.0624307356774807,0.023541828617453575,0.3716025948524475,-0.24432650208473206,0.11476007103919983,-0.10698751360177994,-0.2897377252578735,0.049510743468999883,,,,,-0.24432650208473206,0.08518645912408829,-0.21493789553642273,0.06344498693943024,-0.26216214895248413,0.10750288516283035,-0.45979586243629456,0.20383934676647186,-0.32080546021461487,0.1957986056804657,0.32689017057418823,0.4579535722732544,-0.15844257175922394,0.12702122330665588,0.11939720064401627,0.38292866945266724,-0.06497744470834732,0.2751481235027313,-0.5097419023513794,0.1990705132484436,-0.43933361768722534,0.37179112434387207,0.12825070321559906,0.3210314214229584,0.1999054253101349,0.25367864966392517,-0.8627357482910156,0.28781500458717346,0.22012928128242493,0.2141556441783905,-0.40473365783691406,0.20182761549949646,-0.8757103681564331,0.34126704931259155,-0.7379837036132812,0.2015008181333542,-0.661300778388977,0.24540641903877258,-0.23074698448181152,0.491250216960907,0.3223055899143219,0.4499951899051666,-0.3129178285598755,0.1439591497182846,-0.18197137117385864,-0.5387047991156578,0.09619381669908761,,,,,-0.3129178285598755,0.14996694028377533,-0.2106790542602539,0.14064200222492218,-0.3674886226654053,0.1657414436340332,-0.18588416278362274,0.08909422904253006,0.8474850654602051,0.9242122769355774,-0.3188171088695526,0.07783588767051697,0.07082990556955338,0.62977135181427,-0.08503135293722153,0.14042754471302032,-0.5900165438652039,0.013136083260178566,-1.2132766246795654,0.2036575824022293,0.38917645812034607,0.6126344799995422,0.01577267050743103,0.23479615151882172,1.487044334411621,0.512968122959137,-1.1125308275222778,0.08190996944904327,-0.7853472828865051,0.7275580763816833,-0.6496951580047607,0.5559055805206299,-1.298164963722229,0.7779487371444702,-0.42452487349510193,0.4990423023700714,-0.6958401203155518,0.2241927534341812,-0.4983694553375244,0.8829863667488098,-0.6329987645149231,1.1523137092590332
-1.4,0.17970190942287445,0.23707325756549835,0.2275647222995758,-0.06572198420763013,0.5887325584888441,0.47181227803230286,,-0.590567409992218,,0.20626628398895264,0.0917283296585083,-0.5372471213340759,0.05188485234975815,0.0789043977856636,0.3700686991214752,-0.590567409992218,0.4052080512046814,-0.005081842187792063,0.20876698195934296,0.10099772363901138,0.41750428080558777,0.18290548026561737,0.37013688683509827,-0.004139423370361328,0.15279090404510498,-0.0412161760032177,0.4589001536369324,1.0968172550201416,0.35308992862701416,0.47181227803230286,0.5740171074867249,-0.16823141276836395,0.5114040374755859,0.6320399641990662,0.09070112556219101,0.33348211646080017,0.4352339208126068,0.203892782330513,0.08290252834558487,0.15293549001216888,0.5105657577514648,0.5295453667640686,0.48644357919692993,0.02045556902885437,0.5706897377967834,0.9450696110725403,0.5170265436172485,0.07392099499702454,0.8298660516738892,0.11774244159460068,0.12580662965774536,-0.18455266952514648,0.0337645560503006,-0.10871713608503342,-0.3538007065653801,0.06320352125912909,,,,,-0.18455266952514648,0.07673189043998718,-0.22361426055431366,0.06181162968277931,-0.27860110998153687,0.0725826621055603,-0.3209969401359558,0.22699010372161865,-0.2910190224647522,0.23742739856243134,0.2859737277030945,0.29521727561950684,0.08279851824045181,0.3454907536506653,0.00036449433537200093,0.19624333083629608,-0.1276952028274536,0.18075333535671234,-0.4378165304660797,0.19096042215824127,-0.5959838628768921,0.19039179384708405,0.050434838980436325,0.43014946579933167,0.34781762957572937,0.35249051451683044,-0.21335053443908691,0.17946474254131317,-0.07502750307321548,0.15840505063533783,-0.5579807758331299,0.4219030737876892,-0.5040068030357361,0.24735979735851288,-0.9381250143051147,0.44720351696014404,-0.40737757086753845,0.37026751041412354,0.12687666714191437,0.3730410933494568,0.3862757682800293,0.6350163817405701,-0.37127193808555603,0.23049558699131012,-0.20136915147304535,-0.5673012092709542,0.1362693449482321,,,,,-0.37127190828323364,0.15424230694770813,-0.30216309428215027,0.10410662740468979,0.018966754898428917,0.6405696272850037,-0.3591572940349579,0.2334367334842682,1.1987695693969727,1.244826078414917,-0.6093118786811829,0.09693428128957748,-0.6379727721214294,0.5440161824226379,-0.21474029123783112,0.2064780443906784,-0.8111791610717773,0.09241528809070587,-1.2266935110092163,0.3131716549396515,-0.7461481690406799,0.9928723573684692,-0.08797816187143326,0.6153147220611572,1.5827326774597168,0.46308764815330505,-0.4487025737762451,0.2548719346523285,-0.8500223755836487,0.6751635670661926,-0.021419962868094444,0.3842380940914154,-0.7230038642883301,0.7256041765213013,-0.5308050513267517,0.44222986698150635,-0.8659646511077881,0.6486067175865173,-0.8729037642478943,0.8057414889335632,-0.9177412986755371,1.442168951034546
-1.2999999999999998,0.13575445115566254,0.15303398668766022,0.23486347496509552,-0.039999138750135894,0.5159996740519995,0.5864368677139282,,-0.13229240477085114,,0.12560804188251495,0.1122647374868393,-0.5253507494926453,0.030076757073402405,-0.03793434426188469,0.2608506381511688,-0.13229240477085114,0.5761568546295166,-0.08194523304700851,0.2524271607398987,-0.04716026782989502,0.4161214530467987,0.22562332451343536,0.25522613525390625,-0.1595071703195572,0.08918577432632446,-0.03840382769703865,0.37529441714286804,1.0440489053726196,0.3537353575229645,0.5864368677139282,0.6316103339195251,-0.7796722054481506,0.7381930947303772,0.6694607734680176,0.1773107498884201,-0.28966662287712097,0.6224997043609619,0.36226320266723633,0.09043938666582108,0.4094003736972809,0.7034852504730225,0.34622922539711,0.3802303969860077,0.14949564635753632,0.5691298842430115,1.0433753728866577,0.6283750534057617,-0.10490436106920242,0.678405225276947,0.07559286803007126,0.6599400043487549,-0.17512957751750946,0.059493716806173325,-0.0959254801273346,-0.2705259993672371,0.11836289912462244,,,,,-0.17512956261634827,0.06710425019264221,-0.20123441517353058,0.061056915670633316,-0.2985574007034302,0.06327202916145325,-0.06556747108697891,0.27322250604629517,-0.28065478801727295,0.23399296402931213,0.17989321053028107,0.22506675124168396,-0.09902100265026093,0.36229926347732544,-3.159940388286486e-05,0.20127557218074799,-0.019690925255417824,0.24098768830299377,-0.5132052898406982,0.17073218524456024,-0.77577143907547,0.3756965398788452,0.34941431879997253,0.5595765113830566,0.20711176097393036,0.14612850546836853,-0.19442814588546753,0.2633991837501526,0.09765505790710449,0.3521560728549957,-0.2405604124069214,0.2609228789806366,-0.462807834148407,0.24085178971290588,-0.5309321284294128,0.09256064146757126,-0.5664815902709961,0.2124370038509369,-0.28162533044815063,0.5227469205856323,0.19390422105789185,0.5025321841239929,-0.3217116892337799,0.22244146466255188,-0.19649317860603333,-0.6785973012447357,0.0793189967051148,,,,,-0.3217117190361023,0.15851470828056335,-0.2812086343765259,0.15855582058429718,0.17381888628005981,0.7068005204200745,-0.45588016510009766,0.28549274802207947,0.7197369933128357,0.9053338766098022,-0.5214788317680359,0.006605239585042,-0.6028093695640564,0.4670277535915375,-0.38692089915275574,0.07366084307432175,-0.7584920525550842,0.051853157579898834,-1.238279938697815,0.2965889871120453,-0.4062288999557495,0.43609172105789185,0.013930345885455608,0.7506476044654846,1.993677020072937,0.8491781949996948,-0.8032419085502625,0.2406022548675537,-0.8502614498138428,1.1897554397583008,-0.06183737516403198,0.21429049968719482,-0.6883730888366699,0.7230451107025146,-0.1820286512374878,0.765584409236908,-0.9348209500312805,0.7264135479927063,-0.9815556406974792,0.3606319725513458,-0.18197982013225555,0.9522849321365356
-1.2,0.31345054507255554,0.10129287838935852,0.22667255997657776,0.00040556122548878436,0.5792261362075806,0.4585404098033905,,0.8855636715888977,,0.27360591292381287,0.09637191146612167,-0.49969425797462463,0.06342744827270508,-0.10983755439519882,0.12972986698150635,0.8855636715888977,1.2124897241592407,-0.04933178424835205,0.2745467722415924,-0.10501376539468765,0.46346136927604675,0.17171569168567657,0.15554401278495789,-0.019065847620368004,0.11823748052120209,-0.11601487547159195,0.3321443796157837,0.9039562344551086,0.28883814811706543,0.4585404098033905,0.32876068353652954,0.17148835957050323,0.3441711366176605,0.5007860064506531,0.24774178862571716,0.6071990132331848,0.5900505185127258,0.4763784408569336,0.5471607446670532,0.500891387462616,0.698954701423645,0.9236087799072266,0.2632371187210083,0.5856323838233948,0.25350701808929443,0.8274199366569519,0.5390012264251709,0.20867609977722168,0.25871601700782776,-0.05388778820633888,0.4492878317832947,-0.14063090085983276,0.01627953350543976,-0.10629995167255402,-0.3409379243850708,0.09832103177905088,,,,,-0.14063088595867157,0.0757434293627739,-0.23501650989055634,0.054458778351545334,-0.28652292490005493,0.09411581605672836,-0.2568119764328003,0.09392586350440979,-0.17182214558124542,0.25326383113861084,0.0793280154466629,0.19617518782615662,0.2824787497520447,0.2834620773792267,-0.0742124393582344,0.19389307498931885,0.036539264023303986,0.3403529226779938,-0.27809643745422363,0.25069454312324524,-0.28867167234420776,0.31666597723960876,0.20465615391731262,0.2796173691749573,0.509280800819397,0.1865902692079544,-0.053052015602588654,0.20971502363681793,0.10196149349212646,0.25279003381729126,-0.2968602180480957,0.48049989342689514,-0.618087112903595,0.37870022654533386,-1.0147335529327393,0.23664022982120514,-0.09267923980951309,0.4319767355918884,-0.4975000321865082,0.1975366622209549,0.13720396161079407,0.4459501802921295,-0.31721562147140503,0.17757366597652435,-0.20752638578414917,-0.6097609862685204,0.03969376655295488,,,,,-0.31721562147140503,0.1597456932067871,-0.27553731203079224,0.24992451071739197,0.08088477700948715,0.6104959845542908,-0.20457272231578827,0.2813602387905121,0.284056156873703,0.702693521976471,-0.5051512718200684,0.10444854944944382,0.03157693147659302,0.3159075379371643,-0.2751231789588928,0.126974955201149,-0.675378143787384,0.051329564303159714,-1.2265691757202148,0.1980915069580078,0.15676847100257874,0.24116261303424835,0.2770373821258545,0.6405959129333496,1.9851378202438354,1.250247597694397,-0.8832746148109436,0.36893969774246216,-1.2183890342712402,0.37971678376197815,-0.6074448227882385,0.67500239610672,-0.6066805720329285,0.3663974106311798,-0.42937251925468445,0.7316173911094666,-1.1183936595916748,1.0442005395889282,-0.7794651389122009,0.3357227146625519,-0.3544217646121979,0.9550730586051941
