Time,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline
,population_mean,population_sem,population_shuffled_mean,population_shuffled_lower_conf,population_shuffled_upper_conf,up_modulated_mean,up_modulated_sem,down_modulated_mean,down_modulated_sem,non_modulated_mean,non_modulated_sem,C15_mean,C15_sem,C16_mean,C16_sem,C17_mean,C17_sem,C18_mean,C18_sem,C19_mean,C19_sem
0.30000000000000027,0.27051401138305664,0.13675418496131897,0.1324215531349182,-0.120085466,0.4040631979703904,,,-0.456550747,,0.30878058075904846,0.13386543095111847,1.1177657842636108,0.34221482276916504,0.16365623474121094,0.432405025,0.2844783067703247,0.17521393299102783,1.6205992698669434,0.2777789831161499,0.6802144050598145,0.5426552891731262
0.40000000000000036,0.28745266795158386,0.055160000920295715,0.13980773091316223,-0.262437467,0.5279552698135379,,,-0.832970083,,0.3464222848415375,0.14551880955696106,0.6161249279975891,0.283337802,0.7060227394104004,0.7816501259803772,1.7002187967300415,0.2737041711807251,0.6993920803070068,0.4700419306755066,1.3886456489562988,0.3104144036769867
0.5,0.23125146329402924,0.084960394,0.12232233583927155,-0.180100188,0.3618031218647957,,,-0.933608711,,0.2925598621368408,0.11359905451536179,0.6551160216331482,0.16412821412086487,0.5803058743476868,0.4360622763633728,0.8849164843559265,0.268749863,1.0056414604187012,0.2198893129825592,0.8533897399902344,0.7902876734733582
0.6000000000000001,0.27737942337989807,0.065785073,0.11971765756607056,-0.135792668,0.32780432105064394,,,-0.717871845,,0.3297610580921173,0.12823379039764404,1.0910615921020508,0.27943775057792664,1.0376358032226562,0.5172170400619507,0.916891873,0.3073764145374298,1.1723456382751465,0.19556860625743866,0.3976489007472992,0.5805476903915405
0.7000000000000002,0.23942065238952637,0.019532807171344757,0.11343777924776077,-0.282379805,0.4140916362404825,,,-0.341707021,,0.2700062692165375,0.10555700957775116,0.33431196212768555,0.21900738775730133,0.2297997921705246,0.7301797270774841,0.4484517276287079,0.3137050271034241,0.6121241450309753,0.2734823524951935,0.3002185523509979,0.099577703
0.8000000000000003,0.11884508281946182,0.033615276,0.12455880641937256,-0.184100002,0.38378269672393805,,,0.16529686748981476,,0.11640025675296783,0.088633806,0.008288442,0.33452484011650085,0.026057442650198936,0.5833282470703125,0.6398780345916748,0.29312071204185486,0.5071497559547424,0.21722353994846344,0.17905522882938385,0.46991488337516785
0.9000000000000004,0.1747698336839676,0.2229510247707367,0.13623511791229248,-0.107439816,0.42354347109794616,,,0.20778150856494904,,0.17303240299224854,0.11537966132164001,0.41945603489875793,1.0820895433425903,-0.223861381,0.42453059554100037,-0.310252368,0.4353981018066406,0.8910157680511475,0.3480984568595886,0.7166895866394043,0.2911170721054077
1,0.1378089040517807,0.13354408740997314,0.12595486640930176,-0.187039544,0.46638950705528276,,,0.062963858,,0.1417481154203415,0.12295523285865784,0.9521095156669617,0.6272148489952087,0.5531176924705505,0.29475724697113037,0.903895378,0.40267911553382874,0.42028045654296875,0.12384870648384094,-0.202097416,0.36055082082748413
1.1,0.088011742,0.098315321,0.10754801332950592,-0.139537837,0.3422552183270455,,,-0.026216069,,0.094023727,0.10945317149162292,0.4129864275455475,0.33578068017959595,-0.085660152,0.5992967486381531,0.042095035314559937,0.47209665179252625,0.8048186302185059,0.1672399342060089,0.7625288963317871,0.14827238023281097
1.2000000000000002,0.068324439,0.025377208,0.1107744574546814,-0.188932253,0.4706039175391199,,,0.7022517323493958,,0.034959842,0.11445561051368713,-0.107099511,0.16237780451774597,-0.056894165,0.4800689220428467,0.8791397213935852,0.3436954617500305,0.7853097915649414,0.4266904890537262,0.8250930905342102,0.324112207
1.3000000000000003,0.03321724,0.095041893,0.10022718459367752,-0.147174783,0.40185817331075674,,,-0.011862397,,0.035589844,0.098951444,0.6452344059944153,0.24296997487545013,-0.202364564,0.23353677988052368,0.19998042285442352,0.3091789186000824,0.8321430683135986,0.6024518609046936,-0.199327469,0.514210045
1.4000000000000004,-0.035121635,0.087849244,0.10794196277856827,-0.137803262,0.3705516815185548,,,-0.010269661,,-0.036429632,0.09858267,0.077874899,0.6138741374015808,-0.172012582,0.20714746415615082,0.034231126,0.2871084213256836,0.5969259142875671,0.15158423781394958,0.7270581126213074,0.2878619432449341
1.5,-0.040839858,0.062636949,0.099683776,-0.272684003,0.42563456594944016,,,0.6568655371665955,,-0.0775612,0.12866413593292236,0.24660249054431915,0.25302261114120483,0.25567540526390076,0.5520215034484863,0.8956087231636047,0.4025455117225647,0.8324956893920898,0.31167349219322205,0.5259057879447937,0.3606853783130646
1.6,-0.064415194,0.040681873,0.11542069911956787,-0.263542289,0.3653071209788323,,,0.078383826,,-0.071930923,0.10483771562576294,0.2148190587759018,0.050821349024772644,-0.168023944,0.12137426435947418,0.6320100426673889,0.4087812006473541,0.16120924055576324,0.16436925530433655,0.16738717257976532,0.098990493
1.7000000000000002,-0.13472344,0.11963095515966415,0.10598874092102051,-0.183821308,0.3586124584078789,,,-0.313413829,,-0.125318661,0.12309695780277252,0.083192952,0.11327364295721054,-0.749620676,0.4480700194835663,0.40359750390052795,0.655496359,0.4151437282562256,0.18299686908721924,0.6976025700569153,0.3997873067855835
1.8000000000000003,-0.101694286,0.17356887459754944,0.1053902730345726,-0.174186753,0.3873945757746697,,,0.1203198954463005,,-0.113379225,0.11725538969039917,0.3305455446243286,0.2020147442817688,-0.350027233,0.6486245393753052,0.8647956252098083,0.26958993077278137,0.7607666850090027,0.30979618430137634,-0.388861626,0.4209703803062439
1.9000000000000004,-0.056660786,0.022684065625071526,0.12237635999917984,-0.189526765,0.3526111021637917,,,0.5737453103065491,,-0.089840047,0.091693901,-0.089729644,0.2240547388792038,0.009691358,0.26430410146713257,0.640091598,0.636653721,0.7360813021659851,0.3572385907173157,0.42174312472343445,0.4429802894592285
2,0.085895926,0.070638187,0.11194375157356262,-0.266478959,0.4223794996738435,,,0.3138604462146759,,0.073897794,0.099731259,0.4240281581878662,0.2791866064071655,-0.261530668,0.2540751099586487,0.47320809960365295,0.056058325,1.1345405578613281,0.7733431458473206,0.11422673612833023,0.5011820197105408
