Time,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline
,population_mean,population_sem,population_shuffled_mean,population_shuffled_lower_conf,population_shuffled_upper_conf,up_modulated_mean,up_modulated_sem,down_modulated_mean,down_modulated_sem,non_modulated_mean,non_modulated_sem,C00_mean,C00_sem,C01_mean,C01_sem,C02_mean,C02_sem,C03_mean,C03_sem,C04_mean,C04_sem,C05_mean,C05_sem,C06_mean,C06_sem,C07_mean,C07_sem,C08_mean,C08_sem,C09_mean,C09_sem,C10_mean,C10_sem
-1.1,0.2252824753522873,0.05134777,0.080220863,-0.104064586,0.3166926704347133,0.054669488,0.040122490376234055,0.5273870229721069,0.5728681087493896,0.2088460624217987,0.15550602972507477,-0.045481086,0.264262319,-0.35418117,0.3701641261577606,-0.698932588,0.42022061347961426,-0.140463516,0.2578861117362976,0.4218656122684479,0.3860984742641449,-0.546995044,0.37758731842041016,0.2334282398223877,0.17438887059688568,0.2566046714782715,0.506994367,-0.252759308,0.33601880073547363,0.014547000639140606,0.19072458148002625,0.9209161400794983,0.5767202973365784
-1,-0.017472798,0.086220205,0.084163837,-0.177291469,0.35412896275520295,0.11253997683525085,0.7202389240264893,0.47126826643943787,0.665209174,-0.09481702,0.11106345802545547,-0.193940923,0.20140820741653442,-0.42578432,0.24979083240032196,-0.538082063,0.43503886461257935,-0.264375806,0.16176877915859222,0.4880201816558838,0.4529394805431366,-1.063483477,0.5623438954353333,0.1714925616979599,0.24648801982402802,0.45178350806236267,0.689445972,-0.371329546,0.3274872899055481,-0.607698977,0.2545481026172638,0.29227903485298157,0.1429389864206314
-0.9,0.085908592,0.054140444844961166,0.082193248,-0.101554761,0.34102972373366314,-0.349128842,0.37708035111427307,0.7094340324401855,0.9227836728096008,0.062347554,0.1379684954881668,-0.213349655,0.2063794583082199,-0.356797218,0.4106360077857971,-0.264108002,0.3038592040538788,-0.364355356,0.1766766607761383,0.18104462325572968,0.102314793,-1.253743529,0.5918622612953186,0.5153835415840149,0.3503316044807434,0.17707543075084686,0.5609230995178223,-0.518191159,0.24609671533107758,-0.726209164,0.44582539796829224,0.628726065,0.2874671518802643
-0.8,-0.014271921,0.064562216,0.10900825262069702,-0.088368471,0.38622546792030316,-0.444416165,0.4448424279689789,0.8537048101425171,0.4878145456314087,-0.069000974,0.15592414140701294,0.3658902645111084,0.8004716038703918,-0.201466382,0.2853602170944214,-0.62004137,0.19342468678951263,-0.399906129,0.11578043550252914,-0.086278476,0.10596495121717453,-0.90468812,0.5363215208053589,-0.136513203,0.5751668214797974,-0.052439362,0.37632325291633606,-0.46822843,0.13576506078243256,-0.889258564,0.5113801956176758,0.2554676830768585,0.2194208800792694
-0.7,0.12347245216369629,0.084302299,0.11828810721635818,-0.040408596,0.3403560183942317,-0.051334724,0.5183177590370178,1.230375051498413,0.072174676,0.006960504,0.15083929896354675,1.1582003831863403,1.3977051973342896,-0.127814159,0.44294482469558716,-0.814350903,0.21595153212547302,-0.400755316,0.052189343,-0.171416998,0.25165313482284546,-0.443436623,0.3192751705646515,0.27332738041877747,0.3454924523830414,0.041401904076337814,0.4470766484737396,-0.557977617,0.17352896928787231,-0.569652498,0.582750142,0.4570293128490448,0.3213224411010742
-0.6,0.064158715,0.20189930498600006,0.10882660001516342,-0.087847819,0.4040375880897035,-0.028507739,0.6245408058166504,0.9234267473220825,0.010974556,-0.031666487,0.10077492147684097,0.912452221,1.2194759845733643,0.10955068469047546,0.25395137071609497,-0.546192229,0.047904044,-0.423267573,0.066551208,-0.101369202,0.26341456174850464,-0.565040529,0.23437663912773132,-0.045831133,0.4250625669956207,0.045566518,0.5805312991142273,-0.574108779,0.24997574090957642,-0.653048515,0.42940399050712585,0.10059988498687744,0.47090229392051697
-0.5,-0.136245683,0.2578613758087158,0.11354462802410126,-0.11100372,0.3657438851892945,-0.681887984,0.15989172458648682,0.5020420551300049,0.25820931792259216,-0.147826359,0.10311900079250336,0.7602513432502747,1.058739185333252,-0.037135869,0.2024286985397339,-0.248315051,0.28777745366096497,-0.468297094,0.02940565,-0.240444779,0.26183992624282837,-0.617444992,0.13586141169071198,-0.109049104,0.450080544,0.2501954138278961,0.7341880798339844,-0.500740528,0.22197197377681732,-0.841779709,0.48799845576286316,0.4787035286426544,0.2947327494621277
-0.4,-0.132302836,0.092481293,0.12731799483299255,-0.078396753,0.37061236575245843,-1.14550364,0.1764221489429474,0.5863862037658691,0.041650086641311646,-0.095488869,0.11065372824668884,0.6280363202095032,0.8828538060188293,-0.082228012,0.29349133372306824,-0.279369235,0.086151503,-0.419323057,0.017020588740706444,-0.217179239,0.029067317,-0.545384228,0.26021096110343933,-0.112246655,0.22520391643047333,0.038979232,0.47387340664863586,-0.368804127,0.23100998997688293,-0.969081461,0.13216949999332428,-0.052918393,0.32682040333747864
-0.3,0.12241121381521225,0.137327641,0.12818148732185364,-0.119963455,0.43606228753924364,-0.035761647,0.008606565,0.3644995093345642,0.006442219,0.1119217723608017,0.1361970156431198,0.35805729031562805,0.6571032404899597,0.006427755,0.17425505816936493,-0.097633846,0.21088539063930511,-0.37915802,0.093413837,0.5222392678260803,0.8292059898376465,-0.466399103,0.38302215933799744,0.053985264,0.18983174860477448,-0.058051217,0.24384155869483948,-0.440521508,0.19653481245040894,-0.027155081,0.8509816527366638,-0.109363429,0.29130393266677856
-0.2,0.13392749428749084,0.095922999,0.10678637772798538,-0.112481234,0.4465111255645742,-0.222891554,0.5243451595306396,0.2538257837295532,0.005674705,0.16354261338710785,0.14394335448741913,0.24815106391906738,0.5348110198974609,0.030463704839348793,0.20583097636699677,-0.596457779,0.1282888650894165,-0.46998021,0.026256777346134186,0.3733246326446533,0.8722978234291077,-0.439200521,0.28153786063194275,0.011937062256038189,0.22882294654846191,0.002754912,0.22863858938217163,-0.44057703,0.21386410295963287,-0.747236729,0.2835914194583893,0.28952786326408386,0.27447086572647095
-0.1,-0.048207004,0.088587619,0.11372873187065125,-0.095836479,0.43509490191936484,-0.343176633,0.318150133,0.32563042640686035,0.22106260061264038,-0.058065467,0.086584844,0.10456782579421997,0.39018428325653076,0.005071322,0.2388574779033661,-0.292244792,0.056983806,-0.335404873,0.040775236,0.22374288737773895,0.5354453921318054,-0.276248008,0.24820005893707275,-0.348771125,0.07788939,-0.083390497,0.086272329,-0.338579059,0.1500260978937149,-0.661326766,0.13366076350212097,-0.103144161,0.10924208909273148
0,-0.158854827,0.080644257,0.11150003224611282,-0.065086388,0.3617966264486309,-0.021521064,0.054204039,0.3265412449836731,0.3144838809967041,-0.236696064,0.11082196980714798,0.012057374231517315,0.33977970480918884,0.000556286,0.043584552,-1.083284736,0.27434206008911133,-0.451523066,0.07517343,-0.164244577,0.3544406294822693,-0.596071422,0.3125179409980774,-0.494072229,0.2567411959171295,0.18251343071460724,0.40327349305152893,-0.270765692,0.1552581638097763,0.032682974,0.8882659673690796,-0.55331701,0.39763882756233215
0.10000000000000009,0.11165041476488113,0.2361404150724411,0.12340738624334335,-0.079476016,0.4666382797062394,0.29868534207344055,0.10442814230918884,0.260201097,0.3058907389640808,0.069702223,0.15449294447898865,-0.045689672,0.25911301374435425,0.031563677,0.090267129,-0.620046198,0.2659420669078827,-0.376433372,0.11127526313066483,-0.301715225,0.30574434995651245,-0.315776408,0.3024316132068634,-0.184298173,0.4580242335796356,0.5951499938964844,0.7815033197402954,-0.07791578,0.052748195827007294,0.4031134843826294,1.2387944459915161,0.2396976500749588,0.3310422897338867
0.20000000000000018,0.2643336355686188,0.097922407,0.12151879072189331,-0.101887746,0.4497593954205503,0.4700038433074951,0.00376454,0.1325691193342209,0.18508265912532806,0.2550954520702362,0.1792951077222824,-0.052513536,0.2053133100271225,0.058547396,0.075759269,-0.466908902,0.099352427,-0.476502329,0.038354319,-0.439316899,0.34782126545906067,-0.533954918,0.5448263883590698,-0.351866275,0.11563597619533539,0.6667637825012207,0.8219926357269287,-0.147496298,0.2861629128456116,0.4662393033504486,0.653952956,0.24570493400096893,0.6081783175468445
0.30000000000000027,0.21018581092357635,0.043201163,0.10218178480863571,-0.116444127,0.362563136,0.3948853611946106,0.042797729,0.19017931818962097,0.1301914006471634,0.1895991861820221,0.16498051583766937,0.059987914,0.21705475449562073,-0.104782917,0.073545277,-0.563231409,0.14977124333381653,-0.440348655,0.088602796,-0.411474794,0.1460254192352295,-0.400865555,0.7398921251296997,-0.400440902,0.3150610625743866,0.6073175668716431,0.7131187915802002,-0.299511582,0.2521502673625946,0.3520876169204712,0.7222729325294495,0.7325427532196045,0.8785373568534851
0.40000000000000036,0.22754435241222382,0.085366368,0.1216953918337822,-0.06752407,0.3331519469618797,0.5834568738937378,0.6357713937759399,0.0878032,0.070260145,0.20052292943000793,0.13332298398017883,0.017543060705065727,0.08958704,-0.293051481,0.10656315833330154,-0.579446971,0.016924828,-0.059451222,0.41963547468185425,-0.357668072,0.062106966972351074,-0.409672976,0.6054581999778748,-0.212342545,0.4552627205848694,0.5214820504188538,0.7275747656822205,-0.162181959,0.18413421511650085,-0.052314539,0.4533488154411316,0.6068728566169739,0.7488829493522644
0.5,0.24968238174915314,0.092453517,0.11690974235534668,-0.141911915,0.34306657314300537,1.183449387550354,0.2951991558074951,0.00015896,0.056889407336711884,0.16415195167064667,0.15790405869483948,-0.056730449,0.094993323,-0.344218522,0.2044294774532318,-0.489593148,0.1481952965259552,0.14104492962360382,0.8098223805427551,-0.668317139,0.30423808097839355,-0.498467922,0.587398887,-0.856432199,0.4520845413208008,0.5249870419502258,0.8494287133216858,-0.226417497,0.14325758814811707,0.8882502913475037,0.8425568342208862,0.4149490296840668,0.504431427
0.6000000000000001,0.286007285,0.069162004,0.11839766800403595,-0.07252439,0.3269436731934547,0.6104269027709961,0.30898210406303406,-0.318767697,0.27119776606559753,0.321051687,0.2104986608028412,-0.047569931,0.1542181670665741,-0.329971522,0.28442469239234924,-0.462719917,0.2119949460029602,0.5425294041633606,1.0814266204833984,-0.511496007,0.1387275904417038,-1.451170444,0.6717589497566223,-0.498155028,0.22509609162807465,0.3203755021095276,0.7934014201164246,-0.176856056,0.11366380006074905,0.30144476890563965,0.6996904611587524,0.5271522402763367,0.4451221227645874
0.7000000000000002,0.088840455,0.086001813,0.1393263041973114,-0.065230478,0.37740433588623973,0.4108499586582184,0.4397493898868561,-0.427118868,0.42912784218788147,0.11308418214321136,0.1634853184223175,0.002008947,0.1755630373954773,-0.414886713,0.21596218645572662,-0.687323034,0.12046688795089722,0.6202327609062195,1.2126797437667847,-0.7367329,0.12170717120170593,-1.070623875,0.33487746119499207,-0.63279289,0.040995985,0.12213218212127686,0.5984117984771729,-0.217663959,0.18022945523262024,-0.028899452,0.34218016266822815,0.4345078468322754,1.0023776292800903
0.8000000000000003,0.003726809,0.033777546137571335,0.12347368150949478,-0.089389791,0.34042053818702694,0.30812338,0.3697033226490021,-0.152217552,0.087164141,-0.014829701,0.13959772884845734,-0.065053411,0.10569433122873306,-0.287384182,0.3107058107852936,-0.724256516,0.076592669,0.5093017220497131,0.8785571455955505,-0.700037479,0.021886799,-0.745506823,0.32090863585472107,-0.62230128,0.10427116602659225,0.3131067752838135,0.2051164209842682,-0.098322213,0.21282726526260376,-0.061579943,0.3952923119068146,-0.191333279,0.5351712107658386
0.9000000000000004,-0.104678549,0.12110069394111633,0.14462941884994507,-0.077292294,0.4199963741004464,-0.115301602,0.10624529421329498,0.13224202394485474,0.1997336447238922,-0.132965729,0.1314755231142044,-0.067491628,0.064184256,-0.401588202,0.3016224801540375,-0.596847475,0.13198302686214447,0.20953495800495148,0.5865015983581543,-0.773161113,0.024885743856430054,-0.600473344,0.35052573680877686,-0.599169552,0.154061958,0.5978447794914246,0.5727813839912415,-0.063973449,0.18371830880641937,-0.221546888,0.39137572050094604,0.5640655755996704,0.4197576940059662
1,0.005001117,0.099072009,0.1431618630886078,-0.067537369,0.40664354190230334,0.22107087075710297,0.025576800107955933,0.15401087701320648,0.20944273471832275,-0.040633842,0.1351543366909027,-0.055431861,0.10484512895345688,-0.306084991,0.253364623,-0.738367617,0.1772453337907791,0.10736247152090073,0.45541349053382874,-0.704798877,0.083464354,-0.907291353,0.30924299359321594,-0.542498112,0.20439676940441132,0.639894426,0.8662934303283691,-0.072260134,0.12847372889518738,0.2466476708650589,0.7377972602844238,0.17531470954418182,0.19201211631298065
1.1,-0.031163508,0.035004392,0.13553914427757263,-0.050443114,0.46786822527647015,-0.23223719,0.1555008888244629,0.038362525,0.020137177780270576,-0.014720058,0.10446087270975113,0.018225349485874176,0.1393786519765854,-0.183779821,0.29519927501678467,-0.537088394,0.058338366,0.094552338,0.26198187470436096,-0.629755795,0.092219941,-0.502389431,0.21645687520503998,-0.434488654,0.25621509552001953,0.46497392654418945,0.6848205924034119,0.33111658692359924,0.2282886505126953,-0.076736301,0.3563386797904968,-0.294697046,0.32565274834632874
1.2000000000000002,-0.026621439,0.072205521,0.13569967448711395,-0.101366613,0.3228895738720892,0.30043312907218933,0.3718471825122833,0.001368172,0.037692490965127945,-0.071001947,0.10013947635889053,-0.036324318,0.1295059621334076,-0.189541355,0.1795254945755005,-0.694360435,0.13361671566963196,-0.101573266,0.2656533420085907,-0.471781641,0.25989601016044617,-0.468728453,0.18226954340934753,-0.409482479,0.21624678373336792,0.19558219611644745,0.5222511887550354,0.31420519948005676,0.2271040976047516,-0.071414061,0.24829626083374023,0.1865469217300415,0.44620421528816223
1.3000000000000003,0.11790411919355392,0.03481457,0.14484211802482605,-0.093526505,0.40688075497746407,0.014404863119125366,0.19039984047412872,-0.040954452,0.017491761595010757,0.15069884061813354,0.12034736573696136,-0.058446214,0.070328698,-0.10092321,0.23596446216106415,-0.652280331,0.15104375779628754,-0.041526716,0.17454375326633453,-0.326656312,0.5720848441123962,0.099124514,0.1867760270833969,-0.234740332,0.21442310512065887,0.065125801,0.31795939803123474,0.36259305477142334,0.13926635682582855,0.2048047035932541,0.16611024737358093,-0.099155821,0.5576267242431641
1.4000000000000004,-0.042114925,0.014164763502776623,0.14734533429145813,-0.10529203,0.4355173982679841,0.569014311,1.2923574447631836,0.070404366,0.09643551,-0.132570982,0.10703656822443008,-0.026031146,0.10534115880727768,-0.03064253,0.16277042031288147,-0.278418511,0.152274489,-0.058113445,0.087042071,-0.224119022,0.4767313003540039,-0.072056077,0.34288284182548523,-0.120587349,0.14521493017673492,-0.070346199,0.20771250128746033,0.30543848872184753,0.26188862323760986,1.861371636390686,0.3283258080482483,-0.600037873,0.2096136063337326
1.5,0.098249726,0.12951378524303436,0.15915392339229584,-0.006784055,0.4185716740787025,-0.296491086,0.1316865086555481,0.14787960052490234,0.27589818835258484,0.14138856530189514,0.13666130602359772,-0.128018588,0.13622823357582092,0.11312216520309448,0.12654893100261688,-0.350544125,0.037293304,-0.042743374,0.080688737,-0.527477086,0.29288506507873535,-0.39204827,0.14940892159938812,-0.319720834,0.2400570511817932,-0.137123764,0.13841499388217926,0.2414141446352005,0.153732568,-0.164804563,0.5272359251976013,0.2615576982498169,0.2850596308708191
1.6,0.13956889510154724,0.12897253036499023,0.15783829987049103,-0.062617777,0.4484550729393959,0.6903456449508667,0.3071993589401245,-0.033829153,0.077133879,0.092396557,0.096393511,-0.110963024,0.064030722,0.19502396881580353,0.2026357650756836,-0.196791932,0.27107489109039307,-0.218022466,0.13137628138065338,-0.249705553,0.297793448,-0.562752187,0.40641412138938904,-0.117424704,0.28616857528686523,-0.244373158,0.13981716334819794,0.065956466,0.13461938500404358,0.9975450038909912,0.8583961129188538,-0.180080011,0.15518374741077423
1.7000000000000002,0.13108517229557037,0.21511951088905334,0.13951736688613892,-0.150488995,0.41403906121849976,-0.247020513,0.3746381103992462,-0.084519103,0.16441774368286133,0.20529891550540924,0.14174070954322815,-0.248936847,0.10016705840826035,0.3818022906780243,0.17398089170455933,-0.503422916,0.37124720215797424,-0.279800147,0.11622986197471619,0.4237833321094513,0.6607506275177002,-0.88812393,0.6176435351371765,0.6169788241386414,1.0752288103103638,-0.042773481,0.076805033,-0.04438588,0.16199973225593567,0.12761761248111725,0.38624370098114014,0.2800220549106598,0.3463815450668335
1.8000000000000003,0.3570137321949005,0.29715782403945923,0.13079147040843964,-0.092851095,0.3470502287149429,0.7175355553627014,0.428597629,-0.125097662,0.038546860218048096,0.3722124397754669,0.15053881704807281,-0.163644522,0.051019426,0.1934107542037964,0.044224594,-0.1921262,0.3724720776081085,-0.293749362,0.11753320693969727,1.2234781980514526,1.0370991230010986,-0.356047392,0.5254474878311157,1.3610097169876099,1.5415676832199097,-0.078413703,0.082305312,-0.082629465,0.11749105900526047,1.1461331844329834,1.0452706813812256,0.14939601719379425,0.3227965533733368
1.9000000000000004,0.1741834431886673,0.32373902201652527,0.12576396763324738,-0.097242803,0.37279008477926234,-0.165134355,0.054522708,-0.087770402,0.1834564507007599,0.2493424266576767,0.1389065831899643,0.095686041,0.33346834778785706,0.20602388679981232,0.065682441,-0.154309258,0.21082313358783722,-0.309891015,0.11153388023376465,1.1048380136489868,1.0515888929367065,-0.614632547,0.24093517661094666,1.2374883890151978,1.4638350009918213,-0.212805822,0.16366450488567352,-0.291444898,0.090035819,-0.110611655,0.41968461871147156,0.19903258979320526,0.23370282351970673
2,0.21121984720230103,0.15762761235237122,0.12791083753108978,-0.076252292,0.4337941169738755,0.19770823419094086,0.12919095158576965,0.3289678692817688,0.15417595207691193,0.19819027185440063,0.12132623791694641,0.17479191720485687,0.2943347990512848,0.24095086753368378,0.072179817,-0.093265057,0.22855670750141144,-0.290581197,0.076391272,0.6341341137886047,0.7943402528762817,-0.727671385,0.44024768471717834,1.1468137502670288,1.0627284049987793,-0.203088403,0.14829057455062866,0.11824201792478561,0.066318341,0.06851729,0.20684020221233368,-0.093369924,0.4562144875526428
