Time,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline
,population_mean,population_sem,population_shuffled_mean,population_shuffled_lower_conf,population_shuffled_upper_conf,up_modulated_mean,up_modulated_sem,down_modulated_mean,down_modulated_sem,non_modulated_mean,non_modulated_sem,C00_mean,C00_sem,C01_mean,C01_sem,C02_mean,C02_sem,C03_mean,C03_sem,C04_mean,C04_sem,C05_mean,C05_sem,C06_mean,C06_sem,C07_mean,C07_sem,C08_mean,C08_sem,C09_mean,C09_sem,C10_mean,C10_sem,C11_mean,C11_sem,C12_mean,C12_sem,C13_mean,C13_sem,C14_mean,C14_sem,C15_mean,C15_sem,C16_mean,C16_sem,C17_mean,C17_sem,C18_mean,C18_sem,C19_mean,C19_sem
1,0.42404428124427795,0.11998610943555832,0.18280820548534393,-0.050313875,0.44181081652641296,0.4665820896625519,,0.21499265730381012,,0.4332951009273529,0.16768601536750793,-0.246735618,0.057255204766988754,-0.441476256,0.20764057338237762,0.21499265730381012,0.5369985103607178,0.17340219020843506,0.3256470859050751,-0.32491377,0.5925396084785461,-0.082587622,0.5630849003791809,-0.569079459,0.6818410158157349,-0.164038539,0.3437333106994629,1.2404919862747192,0.3294028341770172,0.4665820896625519,0.6239632964134216,0.4975426197052002,0.6311614513397217,0.7345698475837708,0.1234162226319313,0.764857829,0.2817322909832001,-0.20079796,0.10105633735656738,0.6923431754112244,0.40099525451660156,1.4401898384094238,0.481907457,0.9313628673553467,0.12727701663970947,1.6727288961410522,0.7050977945327759,1.4111742973327637,0.5430756211280823,0.2702770531177521,0.31266677379608154
1.1,0.34004148840904236,0.1493966430425644,0.17899486422538757,-0.135641398,0.3952348187565803,-0.31700021,,-0.071551643,,0.39941006898880005,0.12870286405086517,-0.258849591,0.051323064,-0.338888168,0.16677366197109222,-0.071551643,0.3265225291252136,0.12126576900482178,0.36359819769859314,-0.222336903,0.5389893651008606,0.28055334091186523,0.8780866861343384,-0.285533071,0.575445831,-0.125233486,0.3876631259918213,1.0198731422424316,0.18261054158210754,-0.31700021,0.8731247782707214,0.9164676666259766,0.36891502141952515,0.5719968676567078,0.22725318372249603,1.1171770095825195,0.5022653937339783,0.15363042056560516,0.20964433252811432,1.0263214111328125,0.28344714641571045,1.0952794551849365,0.4586554169654846,0.2321547120809555,0.41215309500694275,0.7907803654670715,0.18027305603027344,1.0513373613357544,0.20151008665561676,0.04338469,0.2837723195552826
1.2000000000000002,0.5142973065376282,0.2247513234615326,0.19158190488815308,-0.046647601,0.4714167639613147,0.6791796684265137,,0.03750388,,0.5316256880760193,0.1763216257095337,-0.394453496,0.1374010145664215,-0.352625042,0.2775307297706604,0.03750388,0.24816657602787018,0.1832004189491272,0.41242799162864685,-0.185843602,0.5302407145500183,-0.227199271,0.2515077590942383,-0.244962394,0.6026210188865662,-0.282827318,0.34420645236968994,1.1264766454696655,0.17733730375766754,0.6791796684265137,0.9375433921813965,0.670103133,0.4547511339187622,0.7553064823150635,0.30209124088287354,1.6987847089767456,0.1253320574760437,0.10769370943307877,0.3631856441497803,1.2618480920791626,0.7159405946731567,1.7037965059280396,0.4456367790699005,0.8800671696662903,0.834201455,1.2542719841003418,0.5835636854171753,1.4107121229171753,0.32568278908729553,0.20491273701190948,0.2163073867559433
1.3000000000000003,0.32237932085990906,0.1301596760749817,0.19084104895591736,0.000135766,0.4606438986957073,0.4839438498020172,,0.034075845032930374,,0.3294203579425812,0.1386401355266571,-0.423738122,0.083824068,0.2456441968679428,0.712802529,0.034075845032930374,0.17307297885417938,0.2836430072784424,0.38069209456443787,-0.286108613,0.5506752133369446,0.4002511203289032,0.5715222954750061,-0.525258958,0.6971056461334229,-0.346564144,0.2947591543197632,1.0023478269577026,0.10406327247619629,0.4839438498020172,0.6190508604049683,0.21369044482707977,0.6435206532478333,0.35599470138549805,0.37139463424682617,0.487486333,0.15988147258758545,0.072031558,0.47508978843688965,-0.237927556,0.6933853626251221,0.43331003189086914,0.16863104701042175,0.5739327073097229,0.4519846439361572,1.1368721723556519,0.5026956796646118,1.6930042505264282,0.3429044187068939,0.8509554862976074,0.11674253642559052
1.4000000000000004,0.13169661164283752,0.16164717078208923,0.191765696,-0.016659019,0.39500054121017447,0.05484724,,-0.107491948,,0.14925430715084076,0.13804703950881958,-0.387987226,0.095868558,0.2858458161354065,0.6802529096603394,-0.107491948,0.35910215973854065,0.23914562165737152,0.3627888560295105,-0.299054712,0.538277268,-0.434092134,0.4944734573364258,-0.387029201,0.5620425343513489,-0.3882263,0.32841622829437256,0.9894147515296936,0.1275193989276886,0.05484724,0.6508293151855469,-0.8041417,0.6861749291419983,0.18993473052978516,0.098606341,-0.167681679,0.5825418829917908,0.7324859499931335,0.9059372544288635,0.030138691887259483,0.781294584,0.1720227748155594,0.1134318858385086,0.6748530268669128,0.43633127212524414,1.4362152814865112,0.4946189522743225,0.7669584155082703,0.2638358175754547,0.037775248289108276,0.26145288348197937
1.5,0.12599720060825348,0.18510879576206207,0.19419409334659576,-0.037650062,0.3865663297474383,-1.049871922,,-0.111676015,,0.20452728867530823,0.12146566063165665,-0.39460206,0.11008688062429428,0.10221598297357559,0.44290053844451904,-0.111676015,0.1515645831823349,0.18976132571697235,0.30377084016799927,-0.274965137,0.37169894576072693,-0.263227135,0.5205836296081543,-0.434208483,0.5713363289833069,-0.294940263,0.31431254744529724,1.1482161283493042,0.12022370100021362,-1.049871922,0.5654942989349365,-0.281242937,0.5906007885932922,1.122770071029663,0.2563989460468292,0.4688878059387207,0.5002002716064453,0.35248854756355286,0.9393243193626404,0.036412995,0.5463473796844482,0.042830866,0.8852840662002563,0.2179940938949585,0.5128539204597473,1.117169737815857,0.3838029205799103,0.45186150074005127,0.19814306497573853,0.3740684986114502,0.078800142
1.6,0.10449862480163574,0.10204322636127472,0.19814158976078033,-0.077989265,0.3972422711551189,0.15610052645206451,,0.044908196,,0.10494241118431091,0.089856528,-0.452101618,0.062045689672231674,0.11616349965333939,0.3127334415912628,0.044908196,0.32245737314224243,-0.024327865,0.2757527232170105,-0.345016569,0.48514536023139954,0.21515460312366486,0.4530412554740906,-0.225428924,0.5174927115440369,-0.293819368,0.235603929,0.9949653744697571,0.24647824466228485,0.15610052645206451,0.3730149269104004,-0.390633792,0.584333062,0.4247300624847412,0.29995089769363403,-0.113209091,0.2973194122314453,0.24429607391357422,0.3358537256717682,0.5438478589057922,0.16990701854228973,0.3999297320842743,0.028728170320391655,-0.032777309,0.776580274,0.25995591282844543,0.5005988478660583,0.4670453369617462,0.5437697768211365,0.10018952935934067,0.5866199135780334
1.7000000000000002,0.053320061415433884,0.11652284860610962,0.1865466833114624,-0.15823881,0.4020518451929092,0.28928086161613464,,0.2192913144826889,,0.030990502,0.097023189,-0.477252811,0.088734314,0.019694799557328224,0.15197569131851196,0.2192913144826889,0.28359729051589966,0.002232631,0.3182160258293152,-0.472185612,0.3570835292339325,0.2308528572320938,0.5615676641464233,-0.273177624,0.573058546,-0.424965054,0.24458326399326324,0.8648489117622375,0.1868172287940979,0.28928086161613464,0.37521427869796753,-0.628095686,0.5670076608657837,0.8938992619514465,0.16677123308181763,-0.065650403,0.49259334802627563,0.050338671,0.4426131546497345,0.26163288950920105,0.6962180137634277,0.11752518266439438,0.7761010527610779,-0.02111111,0.4015193283557892,0.064431787,0.4422495365142822,0.11543160676956177,0.35211801528930664,0.2993786633014679,0.7316883206367493
1.8000000000000003,0.19814802706241608,0.10420703887939453,0.18202480673789978,-0.20524785,0.41306250765919655,-0.076822579,,0.059606194496154785,,0.2211209088563919,0.119233638,-0.446517199,0.1559886336326599,0.072411962,0.14512008428573608,0.059606194496154785,0.40019357204437256,-0.023010233,0.30903375148773193,-0.409953743,0.31045687198638916,0.092582591,0.4114091694355011,-0.318783134,0.31716907024383545,-0.346434444,0.21665889024734497,0.9231277108192444,0.10130473971366882,-0.076822579,0.1809016913175583,-0.463445663,0.14162366092205048,1.0757540464401245,0.099761657,0.23959894478321075,0.5819788575172424,0.36028218269348145,0.4818413555622101,0.377276748,0.737169623,0.640740156,0.7981223464012146,0.6029927134513855,0.3097130060195923,0.9985365867614746,0.18143832683563232,0.5464202165603638,0.16835950314998627,0.058597159,0.24376928806304932
1.9000000000000004,0.2505558729171753,0.15033605694770813,0.18777883052825928,-0.137705484,0.3627054534852504,1.2001376152038574,,-0.098300718,,0.2171822488307953,0.11448542028665543,-0.377185613,0.16675435,-0.135856912,0.067671716,-0.098300718,0.37917935848236084,-0.047352832,0.4253734350204468,-0.371473581,0.30417993664741516,-0.026340703,0.5273827314376831,-0.321297139,0.4891056716442108,0.1412813812494278,0.6060829162597656,0.8496381640434265,0.084760852,1.2001376152038574,0.1528763771057129,0.076723181,0.19512522220611572,0.648244321,0.19997286796569824,0.9776420593261719,0.7529546618461609,-0.301040888,0.1996351182460785,0.5986124873161316,0.7466523051261902,0.5211809873580933,0.5835751295089722,0.6469328999519348,0.24105052649974823,0.834029496,0.2933628261089325,0.5862794518470764,0.2817403972148895,-0.390735865,0.6099770665168762
2,0.3659524917602539,0.061663482,0.18628445267677307,-0.100386732,0.3989947155117988,0.4863797128200531,,0.006189088,,0.3792489767074585,0.15108105540275574,-0.437802881,0.10765377432107925,-0.266543388,0.089171082,0.006189088,0.3767484426498413,-0.073455177,0.4878157079219818,-0.446777016,0.29677730798721313,-0.28401652,0.5530105233192444,-0.230870202,0.48833945393562317,0.33768144249916077,0.9004369974136353,0.7942505478858948,0.086620919,0.4863797128200531,0.2856004536151886,0.33665135502815247,0.30958664417266846,0.32946842908859253,0.098290734,1.2908142805099487,0.085330896,0.095959418,0.3065638840198517,0.48778191208839417,0.2621200680732727,1.5593727827072144,0.4266694188117981,0.5466719269752502,0.4930263161659241,1.4220385551452637,0.76435256,1.1337989568710327,0.455052912,0.23145698010921478,0.3458612859249115
