name,epoch,true_mean_post-pre,shuffled_mean_post-pre,shuffled_std_post-pre,z-score,p-value,modulation
non_modulated,Early Drug,0.15886443853378296,0.01487056165933609,0.09121671319007874,1.578590989112854,0.05000000074505806,0.0
C00,Early Drug,0.033580899238586426,0.022601481527090073,0.10021746903657913,0.1095559298992157,0.49000000953674316,0.0
C01,Early Drug,0.137828528881073,-0.010509299114346504,0.23526519536972046,0.6305132508277893,0.36000001430511475,0.0
C02,Early Drug,0.35495859384536743,0.016671329736709595,0.4431953430175781,0.7632915377616882,0.3799999952316284,0.0
C03,Early Drug,-0.011759303510189056,0.07026337087154388,0.5197892189025879,-0.1577998697757721,0.3499999940395355,0.0
C04,Early Drug,0.3878670334815979,-0.09219055622816086,0.5528919100761414,0.8682666420936584,0.3100000023841858,0.0
C05,Early Drug,-0.6507530808448792,-0.020291583612561226,0.3240019679069519,-1.945857048034668,0.019999999552965164,-1.0
C06,Early Drug,0.3715650737285614,-0.07558786869049072,0.4883720278739929,0.91559898853302,0.36000001430511475,0.0
C07,Early Drug,0.34262675046920776,0.01725712977349758,0.20501674711704254,1.5870392322540283,0.23000000417232513,0.0
C08,Early Drug,-1.0368245840072632,0.016514502465724945,0.5903858542442322,-1.784153699874878,0.019999999552965164,-1.0
C09,Early Drug,0.8447325229644775,-0.05937184393405914,0.39362627267837524,2.2968597412109375,0.20999999344348907,0.0
C10,Early Drug,0.4164072275161743,0.06261158734560013,0.3365822434425354,1.0511417388916016,0.28999999165534973,0.0
C11,Early Drug,-0.12538057565689087,-0.0020991109777241945,0.2716514766216278,-0.45382216572761536,0.23999999463558197,0.0
C12,Early Drug,0.1790577471256256,0.03745858743786812,0.2243628352880478,0.6311168670654297,0.38999998569488525,0.0
C13,Early Drug,-0.46880125999450684,-0.04907344654202461,0.3589775860309601,-1.1692311763763428,0.10999999940395355,0.0
C14,Early Drug,0.40510496497154236,0.05449832230806351,0.36052992939949036,0.9724758267402649,0.3400000035762787,0.0
C15,Early Drug,-0.014673881232738495,0.04326387122273445,0.3209463953971863,-0.18052159249782562,0.3799999952316284,0.0
C16,Early Drug,0.31816786527633667,0.10658860951662064,0.33859363198280334,0.6248766779899597,0.3799999952316284,0.0
C17,Early Drug,-0.007408857345581055,0.1358235478401184,0.3706580102443695,-0.3864273726940155,0.3199999928474426,0.0
C18,Early Drug,0.022410988807678223,0.07526151090860367,0.28247636556625366,-0.18709714710712433,0.3799999952316284,0.0
C19,Early Drug,-0.3267243802547455,-0.02704028971493244,0.45755109190940857,-0.6549740433692932,0.17000000178813934,0.0
population,Late Drug,0.0956781804561615,0.05016481131315231,0.14894866943359375,0.30556410551071167,0.4699999988079071,0.0
up_modulated,Late Drug,,,,,,
down_modulated,Late Drug,,,,,,
non_modulated,Late Drug,0.0956781804561615,0.04314173758029938,0.13922174274921417,0.37735801935195923,0.33000001311302185,0.0
C00,Late Drug,-1.7508001327514648,0.040213439613580704,1.167170524597168,-1.534491777420044,0.03999999910593033,0.0
C01,Late Drug,0.2720084488391876,0.0024253129959106445,0.16733849048614502,1.6110049486160278,0.1899999976158142,0.0
C02,Late Drug,1.1750651597976685,0.04123685508966446,0.5133450627326965,2.2087059020996094,0.15000000596046448,0.0
C03,Late Drug,-0.45627933740615845,0.3482535481452942,0.6550154685974121,-1.2282655239105225,0.09000000357627869,0.0
C04,Late Drug,0.052572667598724365,-0.00495413551107049,0.3263988196849823,0.17624697089195251,0.47999998927116394,0.0
C05,Late Drug,0.052327096462249756,0.22404515743255615,0.9158084392547607,-0.1875043511390686,0.38999998569488525,0.0
C06,Late Drug,-0.2627202272415161,0.02679343894124031,0.4210711121559143,-0.6875647902488708,0.15000000596046448,0.0
C07,Late Drug,0.31939929723739624,-0.008128971792757511,0.3877856135368347,0.8446117043495178,0.3199999928474426,0.0
C08,Late Drug,-0.07253968715667725,-0.0036475288216024637,0.22359049320220947,-0.3081175684928894,0.3199999928474426,0.0
C09,Late Drug,0.15674813091754913,-0.014346782118082047,0.34776318073272705,0.49198684096336365,0.38999998569488525,0.0
C10,Late Drug,0.5905702114105225,0.11550547182559967,0.46144962310791016,1.0295051336288452,0.27000001072883606,0.0
C11,Late Drug,0.6710711121559143,-0.05443965643644333,0.4178396463394165,1.7363377809524536,0.18000000715255737,0.0
C12,Late Drug,0.1761532723903656,0.10919879376888275,0.3845917284488678,0.1740923523902893,0.46000000834465027,0.0
C13,Late Drug,-0.2591572105884552,-0.06606217473745346,0.3137083649635315,-0.6155239939689636,0.25,0.0
C14,Late Drug,0.5067243576049805,0.15481339395046234,0.3863773047924042,0.9107961058616638,0.3199999928474426,0.0
C15,Late Drug,0.8336000442504883,0.038878895342350006,0.42608508467674255,1.8651700019836426,0.1599999964237213,0.0
C16,Late Drug,0.2589625418186188,0.07606442272663116,0.3104330003261566,0.5891709923744202,0.3400000035762787,0.0
C17,Late Drug,-0.3565371036529541,-0.04378869757056236,0.2744801938533783,-1.1394206285476685,0.07999999821186066,0.0
C18,Late Drug,0.2132893055677414,0.031968213617801666,0.3226243853569031,0.5620191693305969,0.3700000047683716,0.0
C19,Late Drug,-0.206894189119339,-0.010732879862189293,0.3789026439189911,-0.5177090167999268,0.2800000011920929,0.0
