name,epoch,true_mean_post-pre,shuffled_mean_post-pre,shuffled_std_post-pre,z-score,p-value,modulation
C13,Early Drug,0.4278438687324524,-0.07948115468025208,0.29056650400161743,1.745985984802246,0.23000000417232513,0.0
C14,Early Drug,-0.028233814984560013,0.03701251000165939,0.4893503487110138,-0.13333255052566528,0.3199999928474426,0.0
C15,Early Drug,-0.19839803874492645,-0.03635815531015396,0.4233362078666687,-0.38276875019073486,0.25,0.0
C16,Early Drug,-0.162378191947937,0.007983710616827011,0.5573516488075256,-0.30566322803497314,0.27000001072883606,0.0
C17,Early Drug,-0.18894198536872864,-0.0845535472035408,0.49198538064956665,-0.21217793226242065,0.27000001072883606,0.0
C18,Early Drug,-0.2899218797683716,-0.04411463439464569,0.41142788529396057,-0.5974491834640503,0.20000000298023224,0.0
C19,Early Drug,0.09860366582870483,-0.04636027291417122,0.333825945854187,0.4342500567436218,0.46000000834465027,0.0
population,Late Drug,-0.00043348968029022217,-0.021817035973072052,0.10250895470380783,0.20860174298286438,0.49000000953674316,0.0
up_modulated,Late Drug,,,,,,
down_modulated,Late Drug,,,,,,
non_modulated,Late Drug,-0.0004334747791290283,-0.016799120232462883,0.09041859954595566,0.18099866807460785,0.49000000953674316,0.0
C00,Late Drug,0.03811079263687134,0.0323011614382267,0.13871519267559052,0.04188172146677971,0.38999998569488525,0.0
C01,Late Drug,0.2665354907512665,-0.029244432225823402,0.36444756388664246,0.8115842938423157,0.3400000035762787,0.0
C02,Late Drug,0.8468163013458252,-0.021395128220319748,0.6571748852729797,1.321126937866211,0.2800000011920929,0.0
C03,Late Drug,0.09983783960342407,0.1796930879354477,0.8642473220825195,-0.09239860624074936,0.36000001430511475,0.0
C04,Late Drug,0.24817319214344025,-0.042641691863536835,0.5592799186706543,0.5199809074401855,0.44999998807907104,0.0
C05,Late Drug,-0.6167385578155518,-0.008924940600991249,0.42155539989471436,-1.441835641860962,0.05000000074505806,0.0
C06,Late Drug,-0.0008301436901092529,-0.02108367718756199,0.37428656220436096,0.05411237105727196,0.3799999952316284,0.0
C07,Late Drug,0.37773120403289795,-0.03175054118037224,0.31903085112571716,1.2835177183151245,0.3100000023841858,0.0
C08,Late Drug,-1.1590895652770996,-0.04029201716184616,0.6302018165588379,-1.77530038356781,0.029999999329447746,0.0
C09,Late Drug,0.5348321199417114,-0.04805489256978035,0.3900889754295349,1.4942411184310913,0.27000001072883606,0.0
C10,Late Drug,0.5053955316543579,0.07162535935640335,0.4407923221588135,0.984069287776947,0.33000001311302185,0.0
C11,Late Drug,-0.422862708568573,-0.0276443213224411,0.31690406799316406,-1.247123122215271,0.10000000149011612,0.0
C12,Late Drug,0.09664487838745117,-0.01946181058883667,0.25093743205070496,0.4626917839050293,0.5,0.0
C13,Late Drug,-0.696067214012146,-0.15953578054904938,0.43543803691864014,-1.2321648597717285,0.09000000357627869,0.0
C14,Late Drug,0.22887009382247925,-0.0084554897621274,0.4290310740470886,0.553166389465332,0.4399999976158142,0.0
C15,Late Drug,-0.09628227353096008,-0.05426900461316109,0.4122994840145111,-0.1018998846411705,0.3799999952316284,0.0
C16,Late Drug,0.3508923053741455,0.02245207503437996,0.35301586985588074,0.9303837418556213,0.3799999952316284,0.0
C17,Late Drug,-0.035606734454631805,-0.09065377712249756,0.40898725390434265,0.13459354639053345,0.47999998927116394,0.0
C18,Late Drug,0.07553446292877197,-0.03577543795108795,0.3700815439224243,0.3007712960243225,0.46000000834465027,0.0
C19,Late Drug,-0.6505668759346008,-0.10322952270507812,0.6824514865875244,-0.8020164966583252,0.10999999940395355,0.0
