,time,state
169,16.886817999999998,quad 1
170,16.98674,quad 1
171,17.086662,quad 1
172,17.186584,quad 1
173,17.286506,quad 1
174,17.386428,quad 1
175,17.486349999999998,quad 1
176,17.586272,quad 1
177,17.686194,quad 1
178,17.786116,quad 1
179,17.886038,quad 1
180,17.98596,quad 1
181,18.085881999999998,quad 1
182,18.185804,quad 1
183,18.285726,quad 1
184,18.385648,quad 1
185,18.48557,quad 1
186,18.585492,quad 1
187,18.685413999999998,quad 1
188,18.785336,quad 1
189,18.885258,quad 1
190,18.98518,quad 1
191,19.085102,quad 1
192,19.185024,quad 1
193,19.284945999999998,quad 1
194,19.384868,quad 1
195,19.48479,quad 1
196,19.584712,quad 1
197,19.684634,quad 1
198,19.784556,quad 1
199,19.884477999999998,quad 1
200,19.9844,quad 1
201,20.084322,quad 1
202,20.184244,quad 1
203,20.284166,quad 1
204,20.384088,quad 1
205,20.484009999999998,quad 1
206,20.583932,quad 1
207,20.683854,quad 1
208,20.783776,quad 1
209,20.883698,quad 1
210,20.98362,quad 1
211,21.083541999999998,quad 1
212,21.183464,quad 1
213,21.283386,quad 1
214,21.383308,quad 1
215,21.48323,quad 1
216,21.583152,quad 1
217,21.683073999999998,quad 1
218,21.782996,quad 1
219,21.882918,quad 1
220,21.98284,quad 1
221,22.082762,quad 1
222,22.182684,quad 1
223,22.282605999999998,quad 1
224,22.382528,quad 1
225,22.48245,quad 1
226,22.582372,quad 1
227,22.682294,quad 1
228,22.782216,quad 1
229,22.882137999999998,quad 1
230,22.98206,quad 1
231,23.081982,quad 1
232,23.181904,quad 1
233,23.281826,quad 1
234,23.381747999999998,quad 1
235,23.481669999999998,quad 1
236,23.581592,quad 1
237,23.681514,quad 1
238,23.781436,quad 1
239,23.881358,quad 1
240,23.981279999999998,quad 1
241,24.081201999999998,quad 1
242,24.181124,quad 1
243,24.281046,quad 1
244,24.380968,quad 1
245,24.48089,quad 1
246,24.580811999999998,quad 1
247,24.680733999999998,quad 1
248,24.780656,quad 1
249,24.880578,quad 1
250,24.9805,quad 1
251,25.080422,quad 1
252,25.180343999999998,quad 1
253,25.280265999999997,quad 1
254,25.380188,quad 1
255,25.48011,quad 1
256,25.580032,quad 1
257,25.679954,quad 1
258,25.779875999999998,quad 1
259,25.879798,quad 1
260,25.97972,quad 1
261,26.079642,quad 1
262,26.179564,quad 1
263,26.279486,quad 1
264,26.379407999999998,quad 1
265,26.47933,quad 1
266,26.579252,quad 1
267,26.679174,quad 1
268,26.779096,quad 1
269,26.879018,quad 1
270,26.978939999999998,quad 1
271,27.078862,quad 1
272,27.178784,quad 1
273,27.278706,quad 1
274,27.378628,quad 1
275,27.47855,quad 1
276,27.578471999999998,quad 1
277,27.678394,quad 1
278,27.778316,quad 1
279,27.878238,quad 1
280,27.97816,quad 1
281,28.078082,quad 1
282,28.178003999999998,quad 1
283,28.277926,quad 1
284,28.377848,quad 1
285,28.47777,quad 1
286,28.577692,quad 1
287,28.677614,quad 1
288,28.777535999999998,quad 1
289,28.877458,quad 1
290,28.97738,quad 1
291,29.077302,quad 1
292,29.177224,quad 1
293,29.277146,quad 1
294,29.377067999999998,quad 1
295,29.47699,quad 1
296,29.576912,quad 1
297,29.676834,quad 1
298,29.776756,quad 1
299,29.876678,quad 1
300,29.976599999999998,quad 1
301,30.076522,quad 1
302,30.176444,quad 1
303,30.276366,quad 1
304,30.376288,quad 1
305,30.47621,quad 1
306,30.576131999999998,quad 1
307,30.676054,quad 1
308,30.775976,quad 1
309,30.875898,quad 1
310,30.97582,quad 1
311,31.075741999999998,quad 1
312,31.175663999999998,quad 1
313,31.275586,quad 1
314,31.375508,quad 1
315,31.47543,quad 1
316,31.575352,quad 1
317,31.675273999999998,quad 1
318,31.775195999999998,quad 1
319,31.875118,quad 1
320,31.97504,quad 1
321,32.074962,quad 1
322,32.174884,quad 1
323,32.274806,quad 1
324,32.374728,quad 1
325,32.47465,quad 1
326,32.574571999999996,quad 1
327,32.674493999999996,quad 1
328,32.774416,quad 1
329,32.874338,quad 1
330,32.97426,quad 1
331,33.074182,quad 1
332,33.174104,quad 1
333,33.274026,quad 1
334,33.373948,quad 1
335,33.47387,quad 1
336,33.573792,quad 1
337,33.673714,quad 1
338,33.773635999999996,quad 1
339,33.873557999999996,quad 1
340,33.97348,quad 1
341,34.073402,quad 1
342,34.173324,quad 1
343,34.273246,quad 1
344,34.373168,quad 1
345,34.47309,quad 1
346,34.573012,quad 1
347,34.672934,quad 1
348,34.772856,quad 1
349,34.872778,quad 1
350,34.972699999999996,quad 1
351,35.072621999999996,quad 1
352,35.172544,quad 1
353,35.272466,quad 1
354,35.372388,quad 1
355,35.47231,quad 1
356,35.572232,quad 1
357,35.672154,quad 1
358,35.772076,quad 1
359,35.871998,quad 1
360,35.97192,quad 1
361,36.071842,quad 1
362,36.171763999999996,quad 1
363,36.271685999999995,quad 1
364,36.371608,quad 1
365,36.47153,quad 1
366,36.571452,quad 1
367,36.671374,quad 1
368,36.771296,quad 1
369,36.871218,quad 1
370,36.97114,quad 1
371,37.071062,quad 1
372,37.170984,quad 1
373,37.270906,quad 1
374,37.370827999999996,quad 1
375,37.470749999999995,quad 1
376,37.570672,quad 1
377,37.670594,quad 1
378,37.770516,quad 1
379,37.870438,quad 1
380,37.97036,quad 1
381,38.070282,quad 1
382,38.170204,quad 1
383,38.270126,quad 1
384,38.370048,quad 1
385,38.469969999999996,quad 1
386,38.569891999999996,quad 1
387,38.669814,quad 1
388,38.769736,quad 1
389,38.869658,quad 1
390,38.96958,quad 1
391,39.069502,quad 1
392,39.169424,quad 1
393,39.269346,quad 1
394,39.369268,quad 1
395,39.46919,quad 1
396,39.569112,quad 1
397,39.669033999999996,quad 1
398,39.768955999999996,quad 1
399,39.868878,quad 1
400,39.9688,quad 1
401,40.068722,quad 1
402,40.168644,quad 1
403,40.268566,quad 1
404,40.368488,quad 1
405,40.46841,quad 1
406,40.568332,quad 1
407,40.668254,quad 1
408,40.768176,quad 1
409,40.868097999999996,quad 1
410,40.968019999999996,quad 1
411,41.067942,quad 1
412,41.167864,quad 1
413,41.267786,quad 1
414,41.367708,quad 1
415,41.46763,quad 1
416,41.567552,quad 1
417,41.667474,quad 1
418,41.767396,quad 1
419,41.867318,quad 1
420,41.96724,quad 1
421,42.067161999999996,quad 1
422,42.167083999999996,quad 1
423,42.267006,quad 1
424,42.366928,quad 1
425,42.46685,quad 1
426,42.566772,quad 1
427,42.666694,quad 1
428,42.766616,quad 1
429,42.866538,quad 1
430,42.96646,quad 1
431,43.066382,quad 1
432,43.166304,quad 1
433,43.266225999999996,quad 1
434,43.366147999999995,quad 1
435,43.46607,quad 1
436,43.565992,quad 1
437,43.665914,quad 1
438,43.765836,quad 1
439,43.865758,quad 1
440,43.96568,quad 1
441,44.065602,quad 1
442,44.165524,quad 1
443,44.265446,quad 1
444,44.365368,quad 1
445,44.465289999999996,quad 1
446,44.565211999999995,quad 1
447,44.665134,quad 1
448,44.765056,quad 1
449,44.864978,quad 1
450,44.9649,quad 1
451,45.064822,quad 1
452,45.164744,quad 1
453,45.264666,quad 1
454,45.364588,quad 1
455,45.46451,quad 1
456,45.564432,quad 1
457,45.664353999999996,quad 1
458,45.764275999999995,quad 1
459,45.864198,quad 1
460,45.96412,quad 1
461,46.064042,quad 1
462,46.163964,quad 1
463,46.263886,quad 1
464,46.363808,quad 1
465,46.46373,quad 1
466,46.563652,quad 1
467,46.663574,quad 1
468,46.763495999999996,quad 1
469,46.863417999999996,quad 1
470,46.963339999999995,quad 1
471,47.063262,quad 1
472,47.163184,quad 1
473,47.263106,quad 1
474,47.363028,quad 1
475,47.46295,quad 1
476,47.562872,quad 1
477,47.662794,quad 1
478,47.762716,quad 1
479,47.862638,quad 1
480,47.962559999999996,quad 1
481,48.062481999999996,quad 1
482,48.162403999999995,quad 1
483,48.262326,quad 1
484,48.362248,quad 1
485,48.46217,quad 1
486,48.562092,quad 1
487,48.662014,quad 1
488,48.761936,quad 1
489,48.861858,quad 1
490,48.96178,quad 1
491,49.061702,quad 1
492,49.161623999999996,quad 1
493,49.261545999999996,quad 1
494,49.361467999999995,quad 1
495,49.46139,quad 1
496,49.561312,quad 1
497,49.661234,quad 1
498,49.761156,quad 1
499,49.861078,quad 1
500,49.961,quad 1
501,50.060922,quad 1
502,50.160844,quad 1
503,50.260766,quad 1
504,50.360687999999996,quad 1
505,50.460609999999996,quad 1
506,50.560531999999995,quad 1
507,50.660454,quad 1
508,50.760376,quad 1
509,50.860298,quad 1
510,50.96022,quad 1
511,51.060142,quad 1
512,51.160064,quad 1
513,51.259986,quad 1
514,51.359908,quad 1
515,51.45983,quad 1
516,51.559751999999996,quad 1
517,51.659673999999995,quad 1
518,51.759596,quad 1
519,51.859518,quad 1
520,51.95944,quad 1
521,52.059362,quad 1
522,52.159284,quad 1
523,52.259206,quad 1
524,52.359128,quad 1
525,52.45905,quad 1
526,52.558972,quad 1
527,52.658894,quad 1
528,52.758815999999996,quad 1
529,52.858737999999995,quad 1
530,52.95866,quad 1
531,53.058582,quad 1
532,53.158504,quad 1
533,53.258426,quad 1
534,53.358348,quad 1
535,53.45827,quad 1
536,53.558192,quad 1
537,53.658114,quad 1
538,53.758036,quad 1
539,53.857957999999996,quad 1
540,53.957879999999996,quad 1
541,54.057801999999995,quad 1
542,54.157724,quad 1
543,54.257646,quad 1
544,54.357568,quad 1
545,54.45749,quad 1
546,54.557412,quad 1
547,54.657334,quad 1
548,54.757256,quad 1
549,54.857178,quad 1
550,54.9571,quad 1
551,55.057021999999996,quad 1
552,55.156943999999996,quad 1
553,55.256865999999995,quad 1
554,55.356788,quad 1
555,55.45671,quad 1
556,55.556632,quad 1
557,55.656554,quad 1
558,55.756476,quad 1
559,55.856398,quad 1
560,55.95632,quad 1
561,56.056242,quad 1
562,56.156164,quad 1
563,56.256085999999996,quad 1
564,56.356007999999996,quad 1
565,56.455929999999995,quad 1
566,56.555852,quad 1
567,56.655774,quad 1
568,56.755696,quad 1
569,56.855618,quad 1
570,56.95554,quad 1
571,57.055462,quad 1
572,57.155384,quad 1
573,57.255306,quad 1
574,57.355228,quad 1
575,57.455149999999996,quad 1
576,57.555071999999996,quad 1
577,57.654993999999995,quad 1
578,57.754916,quad 1
579,57.854838,quad 1
580,57.95476,quad 1
581,58.054682,quad 1
582,58.154604,quad 1
583,58.254526,quad 1
584,58.354448,quad 1
585,58.45437,quad 1
586,58.554292,quad 1
587,58.654213999999996,quad 1
588,58.754135999999995,quad 1
589,58.854057999999995,quad 1
590,58.95398,quad 1
591,59.053902,quad 1
592,59.153824,quad 1
593,59.253746,quad 1
594,59.353668,quad 1
595,59.45359,quad 1
596,59.553512,quad 1
597,59.653434,quad 1
598,59.753356,quad 1
599,59.853277999999996,quad 1
600,59.953199999999995,quad 1
601,60.053121999999995,quad 1
602,60.153044,quad 1
603,60.252966,quad 1
604,60.352888,quad 1
605,60.45281,quad 1
606,60.552732,quad 1
607,60.652654,quad 1
608,60.752576,quad 1
609,60.852498,quad 1
610,60.95242,quad 1
611,61.052341999999996,quad 1
612,61.152263999999995,quad 1
613,61.252185999999995,quad 1
614,61.352108,quad 1
615,61.45203,quad 1
616,61.551952,quad 1
617,61.651874,quad 1
618,61.751796,quad 1
619,61.851718,quad 1
620,61.95164,quad 1
621,62.051562,quad 1
622,62.151483999999996,quad 1
623,62.251405999999996,quad 1
624,62.351327999999995,quad 1
625,62.451249999999995,quad 1
626,62.551172,quad 1
627,62.651094,quad 1
628,62.751016,quad 1
629,62.850938,quad 1
630,62.95086,quad 1
631,63.050782,quad 1
632,63.150704,quad 1
633,63.250626,quad 1
634,63.350547999999996,quad 1
635,63.450469999999996,quad 1
636,63.550391999999995,quad 1
637,63.650313999999995,quad 1
638,63.750236,quad 1
639,63.850158,quad 1
640,63.95008,quad 1
641,64.05000199999999,quad 1
642,64.149924,quad 1
643,64.249846,quad 1
644,64.349768,quad 1
645,64.44969,quad 1
646,64.549612,quad 1
647,64.649534,quad 1
648,64.749456,quad 1
649,64.849378,quad 1
650,64.9493,quad 1
651,65.049222,quad 1
652,65.14914399999999,quad 1
653,65.249066,quad 1
654,65.34898799999999,quad 1
655,65.44891,not_defined
656,65.548832,not_defined
657,65.648754,not_defined
658,65.748676,quad 4
659,65.848598,familiar object
660,65.94852,familiar object
661,66.048442,familiar object
662,66.148364,familiar object
663,66.248286,familiar object
664,66.348208,familiar object
665,66.44812999999999,familiar object
666,66.548052,familiar object
667,66.647974,familiar object
668,66.747896,familiar object
669,66.847818,quad 4
670,66.94774,quad 4
671,67.047662,quad 4
672,67.147584,quad 4
673,67.247506,quad 4
674,67.347428,quad 4
675,67.44735,quad 4
676,67.54727199999999,quad 4
677,67.647194,familiar object
678,67.74711599999999,familiar object
679,67.847038,familiar object
680,67.94696,familiar object
681,68.046882,familiar object
682,68.146804,familiar object
683,68.246726,familiar object
684,68.346648,familiar object
685,68.44657,familiar object
686,68.546492,familiar object
687,68.646414,familiar object
688,68.746336,familiar object
689,68.84625799999999,familiar object
690,68.94618,familiar object
691,69.046102,familiar object
692,69.146024,familiar object
693,69.245946,quad 4
694,69.345868,quad 4
695,69.44579,quad 4
696,69.545712,quad 4
697,69.645634,not_defined
698,69.745556,not_defined
699,69.845478,not_defined
700,69.94539999999999,not_defined
701,70.045322,center
702,70.14524399999999,center
703,70.245166,center
704,70.345088,center
705,70.44501,center
706,70.544932,center
707,70.644854,center
708,70.744776,not_defined
709,70.844698,not_defined
710,70.94462,not_defined
711,71.04454199999999,not_defined
712,71.144464,not_defined
713,71.24438599999999,not_defined
714,71.344308,not_defined
715,71.44423,not_defined
716,71.544152,not_defined
717,71.644074,not_defined
718,71.743996,quad 1
719,71.843918,quad 1
720,71.94384,quad 1
721,72.043762,quad 1
722,72.143684,quad 1
723,72.243606,quad 1
724,72.34352799999999,quad 1
725,72.44345,quad 1
726,72.54337199999999,quad 1
727,72.643294,quad 1
728,72.743216,quad 1
729,72.843138,quad 1
730,72.94306,quad 1
731,73.042982,quad 1
732,73.142904,quad 1
733,73.242826,quad 1
734,73.342748,quad 1
735,73.44266999999999,quad 1
736,73.542592,quad 1
737,73.64251399999999,quad 1
738,73.742436,quad 1
739,73.842358,quad 1
740,73.94228,quad 1
741,74.042202,quad 1
742,74.142124,quad 1
743,74.242046,quad 1
744,74.341968,quad 1
745,74.44189,quad 1
746,74.541812,quad 1
747,74.641734,quad 1
748,74.74165599999999,quad 1
749,74.841578,quad 1
750,74.94149999999999,quad 1
751,75.041422,quad 1
752,75.141344,quad 1
753,75.241266,quad 1
754,75.341188,quad 1
755,75.44111,quad 1
756,75.541032,quad 1
757,75.640954,quad 1
758,75.740876,quad 1
759,75.84079799999999,quad 1
760,75.94072,quad 1
761,76.04064199999999,quad 1
762,76.140564,quad 1
763,76.240486,quad 1
764,76.340408,quad 1
765,76.44033,quad 1
766,76.540252,quad 1
767,76.640174,quad 1
768,76.740096,quad 1
769,76.840018,quad 1
770,76.93993999999999,quad 1
771,77.039862,quad 1
772,77.13978399999999,quad 1
773,77.239706,quad 1
774,77.339628,quad 1
775,77.43955,quad 1
776,77.539472,quad 1
777,77.639394,quad 1
778,77.739316,quad 1
779,77.839238,quad 1
780,77.93916,quad 1
781,78.039082,quad 1
782,78.139004,quad 1
783,78.23892599999999,quad 1
784,78.338848,quad 1
785,78.43876999999999,quad 1
786,78.538692,quad 1
787,78.638614,quad 1
788,78.738536,quad 1
789,78.838458,quad 1
790,78.93838,quad 1
791,79.038302,quad 1
792,79.138224,quad 1
793,79.238146,quad 1
794,79.33806799999999,quad 1
795,79.43799,quad 1
796,79.53791199999999,quad 1
797,79.637834,quad 1
798,79.737756,quad 1
799,79.837678,quad 1
800,79.9376,quad 1
801,80.037522,quad 1
802,80.137444,quad 1
803,80.237366,quad 1
804,80.337288,quad 1
805,80.43721,quad 1
806,80.537132,quad 1
807,80.63705399999999,quad 1
808,80.736976,quad 1
809,80.83689799999999,quad 1
810,80.93682,quad 1
811,81.036742,quad 1
812,81.136664,quad 1
813,81.236586,quad 1
814,81.336508,quad 1
815,81.43643,quad 1
816,81.536352,quad 1
817,81.636274,quad 1
818,81.73619599999999,quad 1
819,81.836118,quad 1
820,81.93603999999999,quad 1
821,82.035962,quad 1
822,82.135884,quad 1
823,82.235806,quad 1
824,82.335728,quad 1
825,82.43565,quad 1
826,82.535572,quad 1
827,82.635494,quad 1
828,82.735416,quad 1
829,82.835338,quad 1
830,82.93526,quad 1
831,83.03518199999999,quad 1
832,83.135104,quad 1
833,83.23502599999999,quad 1
834,83.334948,quad 1
835,83.43487,quad 1
836,83.534792,quad 1
837,83.634714,quad 1
838,83.734636,quad 1
839,83.834558,quad 1
840,83.93448,quad 1
841,84.034402,quad 1
842,84.13432399999999,quad 1
843,84.234246,quad 1
844,84.33416799999999,quad 1
845,84.43409,quad 1
846,84.534012,quad 1
847,84.633934,quad 1
848,84.733856,quad 1
849,84.833778,quad 1
850,84.9337,quad 1
851,85.033622,quad 1
852,85.133544,quad 1
853,85.23346599999999,quad 1
854,85.333388,quad 1
855,85.43330999999999,quad 1
856,85.533232,quad 1
857,85.63315399999999,quad 1
858,85.733076,quad 1
859,85.832998,quad 1
860,85.93292,quad 1
861,86.032842,quad 1
862,86.132764,quad 1
863,86.232686,quad 1
864,86.332608,quad 1
865,86.43253,quad 1
866,86.53245199999999,quad 1
867,86.632374,quad 1
868,86.73229599999999,quad 1
869,86.832218,quad 1
870,86.93214,quad 1
871,87.032062,quad 1
872,87.131984,quad 1
873,87.231906,quad 1
874,87.331828,quad 1
875,87.43175,quad 1
876,87.531672,quad 1
877,87.63159399999999,quad 1
878,87.731516,quad 1
879,87.83143799999999,quad 1
880,87.93136,quad 1
881,88.03128199999999,quad 1
882,88.131204,quad 1
883,88.231126,quad 1
884,88.331048,quad 1
885,88.43097,quad 1
886,88.530892,quad 1
887,88.630814,quad 1
888,88.730736,quad 1
889,88.830658,quad 1
890,88.93057999999999,quad 1
891,89.030502,quad 1
892,89.13042399999999,quad 1
893,89.230346,quad 1
894,89.330268,quad 1
895,89.43019,quad 1
896,89.530112,quad 1
897,89.630034,quad 1
898,89.729956,quad 1
899,89.829878,quad 1
900,89.9298,quad 1
901,90.02972199999999,quad 1
902,90.129644,quad 1
903,90.22956599999999,quad 1
904,90.329488,quad 1
905,90.42941,quad 1
906,90.529332,quad 1
907,90.629254,quad 1
908,90.729176,quad 1
909,90.829098,quad 1
910,90.92902,quad 1
911,91.028942,quad 1
912,91.128864,quad 1
913,91.228786,quad 1
914,91.32870799999999,quad 1
915,91.42863,quad 1
916,91.52855199999999,quad 1
917,91.628474,quad 1
918,91.728396,quad 1
919,91.828318,quad 1
920,91.92824,quad 1
921,92.028162,quad 1
922,92.128084,quad 1
923,92.228006,quad 1
924,92.327928,quad 1
925,92.42784999999999,quad 1
926,92.527772,quad 1
927,92.62769399999999,quad 1
928,92.727616,quad 1
929,92.827538,quad 1
930,92.92746,quad 1
931,93.027382,quad 1
932,93.127304,quad 1
933,93.227226,quad 1
934,93.327148,quad 1
935,93.42707,quad 1
936,93.52699199999999,quad 1
937,93.626914,quad 1
938,93.72683599999999,quad 1
939,93.826758,quad 1
940,93.92667999999999,quad 1
941,94.026602,quad 1
942,94.126524,quad 1
943,94.226446,quad 1
944,94.326368,quad 1
945,94.42629,quad 1
946,94.526212,quad 1
947,94.626134,quad 1
948,94.726056,quad 1
949,94.82597799999999,quad 1
950,94.9259,quad 1
951,95.02582199999999,quad 1
952,95.125744,quad 1
953,95.225666,quad 1
954,95.325588,quad 1
955,95.42551,quad 1
956,95.525432,quad 1
957,95.625354,quad 1
958,95.725276,quad 1
959,95.825198,quad 1
960,95.92511999999999,quad 1
961,96.025042,quad 1
962,96.12496399999999,quad 1
963,96.224886,quad 1
964,96.32480799999999,quad 1
965,96.42473,quad 1
966,96.524652,quad 1
967,96.624574,quad 1
968,96.724496,quad 1
969,96.824418,quad 1
970,96.92434,quad 1
971,97.024262,quad 1
972,97.124184,quad 1
973,97.22410599999999,quad 1
974,97.324028,quad 1
975,97.42394999999999,quad 1
976,97.523872,quad 1
977,97.623794,quad 1
978,97.723716,quad 1
979,97.823638,quad 1
980,97.92356,quad 1
981,98.023482,quad 1
982,98.123404,quad 1
983,98.223326,quad 1
984,98.32324799999999,quad 1
985,98.42317,quad 1
986,98.52309199999999,quad 1
987,98.623014,quad 1
988,98.72293599999999,quad 1
989,98.822858,quad 1
990,98.92278,quad 1
991,99.022702,quad 1
992,99.122624,quad 1
993,99.222546,quad 1
994,99.322468,quad 1
995,99.42239,quad 1
996,99.522312,quad 1
997,99.62223399999999,quad 1
998,99.722156,quad 1
999,99.82207799999999,quad 1
1000,99.922,quad 1
1001,100.021922,quad 1
1002,100.121844,quad 1
1003,100.221766,quad 1
1004,100.321688,quad 1
1005,100.42161,quad 1
1006,100.521532,quad 1
1007,100.621454,quad 1
1008,100.72137599999999,quad 1
1009,100.821298,quad 1
1010,100.92121999999999,quad 1
1011,101.021142,quad 1
1012,101.12106399999999,quad 1
1013,101.220986,quad 1
1014,101.320908,quad 1
1015,101.42083,quad 1
1016,101.520752,quad 1
1017,101.620674,quad 1
1018,101.720596,quad 1
1019,101.82051799999999,quad 1
1020,101.92044,quad 1
1021,102.02036199999999,quad 1
1022,102.120284,quad 1
1023,102.22020599999999,quad 1
1024,102.320128,quad 1
1025,102.42005,quad 1
1026,102.519972,quad 1
1027,102.619894,quad 1
1028,102.719816,quad 1
1029,102.819738,quad 1
1030,102.91966,quad 1
1031,103.019582,quad 1
1032,103.11950399999999,quad 1
1033,103.219426,quad 1
1034,103.31934799999999,quad 1
1035,103.41927,quad 1
1036,103.519192,quad 1
1037,103.619114,quad 1
1038,103.719036,quad 1
1039,103.818958,quad 1
1040,103.91888,quad 1
1041,104.018802,quad 1
1042,104.118724,quad 1
1043,104.21864599999999,quad 1
1044,104.318568,quad 1
1045,104.41848999999999,quad 1
1046,104.518412,quad 1
1047,104.61833399999999,quad 1
1048,104.718256,quad 1
1049,104.818178,quad 1
1050,104.9181,quad 1
1051,105.018022,quad 1
1052,105.117944,quad 1
1053,105.217866,quad 1
1054,105.317788,quad 1
1055,105.41771,quad 1
1056,105.51763199999999,quad 1
1057,105.617554,quad 1
1058,105.71747599999999,quad 1
1059,105.817398,quad 1
1060,105.91732,quad 1
1061,106.017242,quad 1
1062,106.117164,quad 1
1063,106.217086,quad 1
1064,106.317008,quad 1
1065,106.41693,quad 1
1066,106.516852,quad 1
1067,106.61677399999999,quad 1
1068,106.716696,quad 1
1069,106.81661799999999,quad 1
1070,106.91654,quad 1
1071,107.01646199999999,quad 1
1072,107.116384,quad 1
1073,107.216306,quad 1
1074,107.316228,quad 1
1075,107.41615,quad 1
1076,107.516072,quad 1
1077,107.615994,quad 1
1078,107.71591599999999,quad 1
1079,107.815838,not_defined
1080,107.91575999999999,not_defined
1081,108.015682,not_defined
1082,108.11560399999999,not_defined
1083,108.215526,not_defined
1084,108.315448,not_defined
1085,108.41537,quad 4
1086,108.515292,quad 4
1087,108.615214,quad 4
1088,108.715136,quad 4
1089,108.815058,quad 4
1090,108.91498,quad 4
1091,109.01490199999999,quad 4
1092,109.114824,quad 4
1093,109.21474599999999,quad 4
1094,109.314668,quad 4
1095,109.41458999999999,quad 4
1096,109.514512,quad 4
1097,109.614434,quad 4
1098,109.714356,quad 4
1099,109.814278,quad 4
1100,109.9142,quad 4
1101,110.014122,quad 4
1102,110.11404399999999,quad 4
1103,110.213966,quad 4
1104,110.31388799999999,quad 4
