Epoch,Cell,Activity
early drug,0,0.07379484022207235
early drug,1,0.06496965314490993
early drug,2,0.1504714755960381
early drug,3,0.06408751878447115
early drug,4,0.08927313849673556
early drug,5,0.10498459580950989
early drug,6,0.1086852571577761
early drug,7,0.10296418442193626
early drug,8,0.14141937561479004
early drug,9,0.12348246505937538
early drug,10,0.18899625011812635
early drug,11,0.2032864161268347
early drug,12,0.2677350839444516
early drug,13,0.32591054330228103
early drug,14,0.24009636279974714
early drug,15,0.2966308955599209
early drug,16,0.2556421910880589
early drug,17,0.17842292843321858
early drug,18,0.22976774930047864
early drug,19,0.2941373328861885
early drug,20,0.4158328340178171
early drug,21,0.1811091229588765
early drug,22,0.3134460536630692
early drug,23,0.2613187857724657
early drug,24,0.25425955228009994
early drug,25,0.2726617337849687
early drug,26,0.233277100056714
early drug,27,0.14380899759373725
early drug,28,0.14477384881696206
early drug,29,0.23553819189204422
early drug,30,0.19891936082006179
early drug,31,0.17830464483140102
early drug,32,0.175090134848816
early drug,33,0.16590908637981433
early drug,34,0.18031397963580037
early drug,35,0.24117997676976927
early drug,36,0.19016163455985483
early drug,37,0.1718102639920833
early drug,38,0.13885135050433628
early drug,39,0.17593030050640746
early drug,40,0.0618170885560013
early drug,41,0.059078877648869176
early drug,42,0.09087203203708005
early drug,43,0.186346924946405
early drug,44,0.10294172835981324
early drug,45,0.22599817665164001
early drug,46,0.16453635947636197
early drug,47,0.13381468153229922
early drug,48,0.1991149694567417
early drug,49,0.18425099438231807
early drug,50,0.10223702899019867
early drug,51,0.2021811216652576
early drug,52,0.14114061768952152
early drug,53,0.24735678631593916
early drug,54,0.22225322304088385
early drug,55,0.15904256915434872
early drug,56,0.2379586138987152
early drug,57,0.28700044349242154
early drug,58,0.24879349915950633
early drug,59,0.29889856198539044
early drug,60,0.2440608939608207
early drug,61,0.2567202997449221
early drug,62,0.3139908332944936
early drug,63,0.24743379649949085
early drug,64,0.3062721701564851
early drug,65,0.24804617037302606
early drug,66,0.2165394264721735
early drug,67,0.1515713527485221
early drug,68,0.19424743167530756
early drug,69,0.25933893175296124
early drug,70,0.2819973034678199
early drug,71,0.21694212731914198
early drug,72,0.20714113268955378
early drug,73,0.14409310488568733
early drug,74,0.2582282092104401
early drug,75,0.012405176624021972
BASELINE,0,0.06668660854761542
BASELINE,1,0.06786811236661094
BASELINE,2,0.08765834173356327
BASELINE,3,0.06647590857635526
BASELINE,4,0.11659186949632724
BASELINE,5,0.1756106831010452
BASELINE,6,0.09991060081599626
BASELINE,7,0.09478335057784124
BASELINE,8,0.1693373180193138
BASELINE,9,0.14271107615232578
BASELINE,10,0.35937480360348045
BASELINE,11,0.19220657066255403
BASELINE,12,0.1944053921332554
BASELINE,13,0.2929666058654313
BASELINE,14,0.2518886138853988
BASELINE,15,0.27600261647558927
BASELINE,16,0.2414853023645211
BASELINE,17,0.17570817046671225
BASELINE,18,0.24207054320282823
BASELINE,19,0.22394827012103133
BASELINE,20,0.4009161006408399
BASELINE,21,0.24584604553820008
BASELINE,22,0.2934440135722958
BASELINE,23,0.2544748501177177
BASELINE,24,0.262388792108711
BASELINE,25,0.2634799107411278
BASELINE,26,0.2591667790409389
BASELINE,27,0.10852782009056218
BASELINE,28,0.14033123318282226
BASELINE,29,0.2005275133704111
BASELINE,30,0.1764999835632015
BASELINE,31,0.19458108673029217
