Epoch,Cell,Activity
late-Drug,41,0.696469469024401
late-Drug,42,0.7377262855938357
late-Drug,43,0.29269345483453485
late-Drug,44,0.02113647891323655
late-Drug,45,0.28125706269968775
late-Drug,46,0.5819597380590573
late-Drug,47,0.3527005610761917
late-Drug,48,0.5433571256667674
late-Drug,49,0.03743644523636956
late-Drug,50,0.09303521483789498
late-Drug,51,0.3180592730860388
late-Drug,52,0.11824027170007521
late-Drug,53,0.28623994133846486
late-Drug,54,0.2643079572558147
late-Drug,55,0.2825411681849907
late-Drug,56,0.5478227259001048
late-Drug,57,0.5481328058138377
late-Drug,58,0.4233821780873318
late-Drug,59,0.5228189735813276
late-Drug,60,0.5539660616790019
late-Drug,61,0.5916294224200346
late-Drug,62,0.1158664689869974
late-Drug,63,0.49371060185960086
late-Drug,64,0.4652803647745782
late-Drug,65,0.36682627464959056
late-Drug,66,0.33062154743111827
late-Drug,67,0.10662991369291767
late-Drug,68,0.34565163937166327
late-Drug,69,0.6024344891892667
late-Drug,70,0.04493594034976911
late-Drug,71,0.5181751933311888
late-Drug,72,0.4027114223593723
late-Drug,73,0.5638122688521983
late-Drug,74,0.6100483303344076
late-Drug,75,0.135313631718325
late-Drug,76,0.1581556045807299
late-Drug,77,0.4101142165329987
late-Drug,78,0.30181310540183626
late-Drug,79,0.6195191981384994
late-Drug,80,0.3776228595395642
late-Drug,81,0.6851589028440179
