name,true_mean_post-pre,shuffled_mean_post-pre,shuffled_std_post-pre,z-score,p-value,modulation
C072,-0.041556151,-0.000662753,0.064846499,-0.630618446,0.251,0
C073,0.003097415,-0.001073962,0.03557897,0.117242775,0.463,0
C074,-0.044686099,0.000580972,0.050295744,-0.900017921,0.179,0
C075,0.023264875,-0.002865639,0.058911915,0.443552271,0.347,0
C076,-0.042997209,-0.001647051,0.042905468,-0.963750304,0.181,0
C077,-0.048980158,-0.001049618,0.044209175,-1.084176321,0.132,0
C078,0.019778825,0.000807937,0.052249712,0.363081186,0.381,0
C079,0.250220735,0.002002179,0.082812687,2.997349367,0.002,1
C080,0.042429912,-0.001645625,0.043236142,1.019414215,0.152,0
C081,0.072083849,-0.002194197,0.042979491,1.728220689,0.053,0
C082,-0.079049695,-0.001266874,0.043582697,-1.78471793,0.024,-1
C083,0.008167663,-4.35E-05,0.058425858,0.140539264,0.42,0
C084,-0.004262491,-0.00119624,0.043598797,-0.070328794,0.469,0
C085,0.008970498,7.97E-05,0.052545948,0.169199834,0.364,0
C086,-0.024148536,0.000363093,0.045091285,-0.543600135,0.263,0
C087,-0.007513392,0.00169153,0.034287803,-0.268460534,0.403,0
C088,0.016034365,-0.002354433,0.031344253,0.586672054,0.291,0
C089,0.035000601,-0.001017931,0.043790851,0.822512698,0.207,0
C090,0.025667081,-0.002030728,0.035291467,0.784830215,0.213,0
C091,-0.009201875,-0.000250975,0.047567156,-0.188173965,0.415,0
C092,-0.005727113,2.47E-05,0.043004006,-0.133751405,0.488,0
C093,-0.025155728,-0.004294241,0.048609065,-0.429168657,0.346,0
C094,-0.036267215,-0.001516303,0.024379574,-1.425410951,0.079,0
C095,-0.084120238,-0.001446707,0.051349238,-1.610024511,0.058,0
C096,-0.04439042,-7.29E-05,0.042308502,-1.047484149,0.152,0
C097,0.051820014,-0.00069104,0.063334649,0.829104671,0.204,0
C098,-0.031083423,0.001438352,0.034681854,-0.937717326,0.158,0
C099,0.01177088,0.000516275,0.048271889,0.233150281,0.447,0
C100,0.006259024,0.002234375,0.055107851,0.07303222,0.464,0
C101,-0.008216154,0.002187457,0.049031125,-0.21218382,0.382,0
C102,-0.046301254,0.000587709,0.057562183,-0.814579298,0.206,0
C103,0.003173047,0.002274534,0.042833644,0.020976815,0.497,0
C104,-0.012294905,0.001159644,0.03615624,-0.372122477,0.346,0
C105,0.007417151,-0.000473927,0.082811134,0.095290059,0.498,0
C106,0.026955429,0.00081365,0.047807211,0.546816645,0.285,0
C107,0.029706088,-0.000545338,0.021753493,1.390646812,0.083,0
