name,true_mean_post-pre,shuffled_mean_post-pre,shuffled_std_post-pre,z-score,p-value,modulation
C057,-0.057822176,0.00030576,0.051624544,-1.125974799,0.134,0
C058,0.022581753,0.00234708,0.047206225,0.428644169,0.308,0
C059,-0.062513178,-0.000355089,0.064092007,-0.969825912,0.173,0
C060,0.02748456,0.002980277,0.03803298,0.644290365,0.255,0
C061,-0.053305613,-0.003092325,0.078666423,-0.638306488,0.249,0
C062,-0.02085917,-0.000652925,0.051597864,-0.391610094,0.354,0
C063,-0.024836326,-0.002068788,0.048965025,-0.464975515,0.341,0
C064,-0.05266871,-0.000118548,0.05320102,-0.987766066,0.159,0
C065,0.062563879,0.003545883,0.05076781,1.162508205,0.135,0
C066,0.04346331,-0.001165028,0.055122924,0.809614851,0.205,0
C067,0.0070828,0.003431964,0.054650065,0.066803875,0.5,0
C068,-0.047630044,0.000470643,0.049485004,-0.972025528,0.171,0
C069,0.039207652,-0.002213994,0.03141378,1.31858203,0.079,0
C070,0.024567932,0.001000039,0.060894419,0.387028785,0.339,0
C071,0.150070225,-0.002674071,0.059179841,2.581019011,0.006,1
C072,0.069186085,-0.000411876,0.025992241,2.677643714,0.01,1
C073,0.000533595,-0.002392211,0.02963307,0.09873449,0.459,0
C074,-0.015627731,-0.002036894,0.041935695,-0.32408756,0.382,0
C075,0.017090308,-0.001927991,0.030874567,0.615985928,0.254,0
C076,-0.003985552,0.00148027,0.037587874,-0.145414502,0.44,0
C077,0.007276573,0.002945124,0.040534728,0.106857737,0.446,0
C078,-0.121427507,0.000231427,0.045124023,-2.696101213,0.002,-1
C079,-0.093626253,-0.000481719,0.042733199,-2.179676155,0.018,-1
C080,-0.01023743,-0.000399007,0.044079102,-0.223199252,0.389,0
C081,0.037492633,0.000657235,0.054647098,0.674059547,0.252,0
C082,-0.037145804,0.002697815,0.047013325,-0.847496309,0.203,0
C083,-0.063079538,0.000996345,0.037897189,-1.69078195,0.028,0
C084,-0.107059624,-0.001815915,0.060003219,-1.753967693,0.033,0
C085,-0.012158176,0.001454386,0.049765658,-0.273533243,0.387,0
C086,0.074346044,0.002985495,0.037913609,1.882188222,0.033,0
C087,0.01506554,-0.001912379,0.033869137,0.501279948,0.308,0
C088,0.108095228,-0.000387191,0.056891675,1.906824123,0.022,1
C089,-0.006591467,-0.001744048,0.048624534,-0.099690791,0.415,0
C090,-0.032307843,-2.58E-05,0.039240274,-0.822677515,0.194,0
C091,0.015827902,0.004263708,0.027663835,0.418025704,0.342,0
C092,0.01658677,-0.00106447,0.032990751,0.535036037,0.289,0
C093,0.007243151,-0.002727365,0.02264611,0.440275022,0.326,0
C094,0.039365398,0.005492835,0.059094222,0.573195847,0.275,0
C095,0.054867937,0.002966619,0.03081313,1.684389686,0.049,0
C096,0.023607997,0.002440314,0.024696718,0.857105089,0.193,0
C097,0.009804248,0.001957168,0.038834288,0.202065774,0.387,0
C098,0.003137809,-0.002654793,0.043496333,0.133174484,0.439,0
C099,0.033260296,0.002806939,0.042890251,0.710029811,0.235,0
C100,0.031294297,0.004563616,0.043814533,0.610087095,0.267,0
C101,0.046976594,-0.002130803,0.043883624,1.119036958,0.126,0
C102,0.022805391,-0.004442621,0.045015066,0.605308709,0.254,0
C103,0.004491747,-0.004321658,0.03612996,0.243936186,0.415,0
C104,0.088521195,-0.000730196,0.042699761,2.090208178,0.02,1
C105,0.005164814,-0.001945429,0.016072607,0.442382716,0.314,0
C106,0.015379765,0.003094951,0.015773592,0.778821525,0.219,0
C107,0.067087746,0.001198261,0.034327459,1.919439654,0.012,1
C108,0.044055237,0.004474394,0.049234751,0.803920855,0.218,0
C109,-0.082077385,0.004373946,0.057797619,-1.495759377,0.06,0
C110,0.037890741,0.002022536,0.03040955,1.179504647,0.123,0
C111,-0.007556488,-0.001962173,0.018878617,-0.296330743,0.396,0
C112,0.079483666,0.005008499,0.053962157,1.380136968,0.059,0
C113,0.041357083,0.004482482,0.025706837,1.434427827,0.076,0
C114,0.025042627,-8.09E-05,0.03489078,0.720062023,0.255,0
C115,-0.011884141,0.006894278,0.069373658,-0.270685151,0.375,0
