Time,population_mean,population_sem,population_shuffled_mean,up_modulated_mean,up_modulated_sem,down_modulated_mean,down_modulated_sem,non_modulated_mean,non_modulated_sem,C00_mean,C00_sem,C01_mean,C01_sem,C02_mean,C02_sem,C03_mean,C03_sem,C04_mean,C04_sem,C05_mean,C05_sem,C06_mean,C06_sem,C07_mean,C07_sem,C08_mean,C08_sem,C09_mean,C09_sem,C10_mean,C10_sem,C11_mean,C11_sem,C12_mean,C12_sem,C13_mean,C13_sem,C14_mean,C14_sem,C15_mean,C15_sem,C16_mean,C16_sem,C17_mean,C17_sem,C18_mean,C18_sem,C19_mean,C19_sem
0,-0.029654723,0.0474338,0.000287315,,,,,-0.029654716,0.031307092,-0.130872408,0.1070759994036022,0.039197438168075846,0.19860955317288548,0.016056493,0.13012698107235032,0.28679129425084815,0.17501518047555625,0.11399740954193305,0.14075882970520784,-0.177284197,0.13035857645533794,0.12196654678796823,0.14446497886074022,-0.114423965,0.16399978380099028,-0.154193048,0.12788908299038065,0.00992033,0.1471772213618332,-0.180896183,0.13281678000264682,0.1578858255514137,0.12378646252891852,-0.185467766,0.11888989452634871,-0.190225438,0.1543300379497901,-0.02166269,0.1296639856934228,-0.156528866,0.13529273265835998,0.033451657,0.14451940456132853,-0.098561987,0.12603800582590133,-0.099122507,0.14413868299718657,0.13687773547926038,0.12969429371893992
0.10000000000000009,-0.001899328,0.045370636,-0.003178391,,,,,-0.001899336,0.027999046400081336,-0.09132083,0.11565550557302189,-0.009068996,0.1968255232308965,-0.015881835,0.11029948095826747,0.21897388599320966,0.17120946449676494,0.17828244877592572,0.14325027437801202,0.031900535,0.13928084126442689,0.1873830527699781,0.14858341893449648,-0.042465825,0.160833573,-0.202089061,0.1154578992704002,0.05828729,0.15224184943562918,-0.090809106,0.11172809143339768,0.21062497752455045,0.10010824162570853,-0.090246387,0.12360715544303702,-0.064181646,0.17657883729842208,-0.010463876,0.1370638696532589,-0.183013056,0.13330385982819143,-0.011194482,0.13781284075229064,-0.086707366,0.13488997993419338,-0.115309908,0.12100837995940902,0.089313464,0.13739416439251032
0.20000000000000018,-0.012292388,0.040352416,0.001407009,,,,,-0.012292387,0.027384274205039784,-0.060596667,0.1540933627031413,-0.007062252,0.19009057341280794,0.037120875,0.11753741117028628,0.14195326318577775,0.15318743377274335,0.1285753550253949,0.14089554153389922,0.11497852149999367,0.17084869453410667,0.2274049222645051,0.1545239917859565,-0.059815604,0.1459412205218992,-0.218739594,0.10630777609713285,0.086018095,0.1255641652657535,-0.09082786,0.11911362723780558,0.083532814,0.13621333289969023,-0.083781851,0.11208166924277017,-0.215164026,0.15542377330559995,-0.210919493,0.12954414501976944,-0.045199768,0.11617648893171671,-0.000309786,0.12861526210163457,-0.045076256,0.12509121194726264,-0.063716394,0.10769761499030696,0.035777959,0.1476828337427912
0.30000000000000027,-0.00962791,0.043033042560989596,0.000329231,,,,,-0.009627909,0.032201257,-0.019810062,0.17476322385449714,-0.06367975,0.1703668876854268,-0.036353448,0.095002528,0.10196216335028128,0.13472055476505732,0.10594524191868193,0.137559738,0.2602317841670845,0.23970205063803865,0.15203176257815562,0.15026674704353257,-0.113062611,0.12871640384713925,-0.238027922,0.1043875404989515,-0.016342361,0.14119364123975256,-0.181022294,0.11057711671662868,0.13732984482820304,0.12064657359033973,-0.169655911,0.12579822089132814,-0.103189813,0.15190046866301612,-0.023389215,0.12330296101573085,-0.109633401,0.1209900115522161,-0.042343382,0.13771683289500775,-0.159659071,0.15320385735978603,0.053812211,0.14035318829353835,0.2722980612010326,0.13912899373546492
0.40000000000000036,-0.045885858,0.044099745,0.001986515,,,,,-0.04588586,0.032015160451549195,0.094090395,0.20101490278539408,-0.103361322,0.15716370980810582,-0.090077444,0.097251867,0.12146422302104393,0.1343734103886375,0.058997556795629694,0.11938654727892803,0.2159061176386082,0.23947557816760845,0.045021889168979985,0.12831830724845414,-0.121468743,0.11547840749943585,-0.234539665,0.10461040679417699,0.041743752,0.1517972110642285,-0.11743284,0.11211473601540534,0.040649671634694316,0.1261704899427337,-0.071271272,0.12456238146145471,-0.262752879,0.13737746607545145,-0.240617523,0.11948151803754847,-0.241593046,0.12211776828403018,-0.181996556,0.14271894716909178,-0.050222313,0.15134791949270224,0.026857573960749608,0.13961805944184086,0.1528852271302691,0.13463594728221506
0.5,-0.02980151,0.042586989653574374,-0.000345024,,,,,-0.02980151,0.026717734,0.039101212856553075,0.18963504130562067,-0.106856255,0.13203504202182106,-0.254061813,0.087959605,0.1274016760113948,0.13979477649584848,0.016799501591485064,0.10885238280189943,0.23511387815452972,0.1981590066988615,0.0514031,0.12119159571596898,-0.117347482,0.1122160758196884,-0.205680914,0.10940485984084726,-0.013157805,0.15715941575569098,-0.060957926,0.1169917640573767,0.0802342,0.13031742244493483,-0.055279184,0.12629414733703012,-0.149633594,0.11229352901439854,-0.109163326,0.12734266560103163,-0.094579472,0.1403044608981606,-0.06224991,0.12565513845292245,-0.073673066,0.15018830486448892,0.040697486,0.13950918415073998,0.11585950271560336,0.12329719717512984
0.6000000000000001,-0.058184727,0.045293612268302405,-0.001792611,,,,,-0.058184728,0.030747124135060453,0.018240919371820846,0.1678926807795192,-0.088201218,0.11871176427816903,-0.154737032,0.082909997,0.12676230326013746,0.1321337060986851,0.043886649,0.13582071361138534,0.16029598026202535,0.15646797085906677,0.010877267000669578,0.13846224240752364,-0.075520731,0.1254499357702338,-0.177376545,0.12373637115007852,-0.033478183,0.14026071235192855,-0.18010264,0.10520507520579299,0.047855344003523294,0.10818895986958867,-0.227172333,0.11499862278365862,-0.086103531,0.12472354164535186,-0.267577071,0.12368354939486145,-0.185953567,0.13933180169417864,-0.142593971,0.14968935620085397,-0.212312721,0.14603660980892377,0.046700826090461806,0.1369999362938043,0.21281569015304996,0.15142303220827477
0.7000000000000002,-0.022131024,0.048547386,-0.007177584,,,,,-0.022131018,0.032274596110872675,0.070362765,0.16342653139536953,-0.018973219,0.1089986012438978,-0.084690604,0.11080417603821564,0.1607866791902848,0.14531069544415182,0.044506548,0.15953814425395027,0.21779186916449722,0.1763361281872468,0.078754081,0.15245259401546565,-0.135215836,0.12408184556517476,-0.152543958,0.11861019433641208,-0.147374297,0.16357239787939473,-0.111633692,0.11028335911105232,0.015523212487405201,0.10642686305071723,-0.043754679,0.11684796132026586,0.059807296,0.11812879458981168,-0.191694971,0.14915883099390206,-0.155378977,0.1266604611124773,-0.163860479,0.15083862549779326,-0.241159259,0.17127912004014176,0.075855784,0.14135226447313906,0.28027137368917465,0.1454737653706931
0.8000000000000003,-0.041326525,0.052678522,-0.003130454,,,,,-0.041326526,0.032910294,0.067633857,0.15438985096816385,-0.023433328,0.096887884,-0.096150575,0.1349033194309292,0.1225532883567349,0.13896628948236153,0.10111038560785775,0.15063942823698795,0.26409248817922937,0.21154093486572054,0.077973085,0.1455870746004668,-0.194861248,0.11223115511158124,-0.135848175,0.1145915983693126,0.004573484,0.13793523773222255,-0.203523476,0.1072222814995462,-0.090002526,0.1004116885992937,-0.203290122,0.13602964416989413,-0.022873783,0.12386954611659992,-0.180197433,0.1605716086816597,-0.309410769,0.14935140056574886,-0.069073892,0.1415969716219459,-0.041714271,0.16602930448531397,-0.09221636,0.14523684707300796,0.19812885200921096,0.16242657586659418
0.9000000000000004,-0.013398754,0.050713365,-0.008754641,,,,,-0.013398761,0.034105792,0.004337722,0.1379525966414789,0.007724506,0.099779519,-0.104826693,0.13088995236980736,0.093421546,0.12815068963496562,0.09850196,0.15536454853841797,0.4057655019580193,0.2752185934526111,0.061092774858171085,0.14187338198348812,-0.191385337,0.10583138919669398,-0.087832315,0.11990212258995894,0.060339522,0.11887078976099942,-0.06684238,0.095418812,0.12004584436884748,0.10835084449994388,-0.186680137,0.11637066850760824,0.029465025,0.1406491352410369,-0.17795057,0.12306084314429304,-0.152733155,0.12457940227104072,-0.155809424,0.14270040686984597,-0.171819211,0.16558804172846905,-0.039367046,0.12497708591096635,0.18657665214290456,0.1224838118011859
1,-0.013509353,0.052534528,-0.009582428,,,,,-0.013509352,0.030699155,-0.031708871,0.12042817973557872,0.040730291889664136,0.12273338688909408,-0.078726128,0.1336577030513429,0.064828516,0.13086094012125649,0.1214943665589364,0.15783338209848968,0.305620631,0.25737476934370856,0.14042842079322995,0.16208370703386285,-0.218814068,0.10340800660105584,-0.077400979,0.12484121595828182,-0.274238285,0.1366200944479852,-0.054274056,0.12334778341089696,0.009805973,0.11188947594179054,-0.169536073,0.1442972448398934,-0.108816403,0.12398628237808428,-0.039623452,0.14136995544356862,-0.06221539,0.1422085598245413,0.056663027,0.13428167001668168,-0.1137442,0.15354691959200134,0.074456251,0.13798055575440907,0.1448833796916143,0.1421550932661796
1.1,0.030812278423976717,0.046437134321958465,-0.00839429,,,,,0.030812269815283323,0.035672185,-0.059947476,0.098402242,0.07205302,0.1343102101457853,0.055014674,0.14518612990126906,0.10883523471091154,0.1426717586481954,0.2434813655772299,0.16981701766897322,0.3486882267467115,0.20000296790742533,0.302404068,0.17206936110080434,-0.20258174,0.10871339388489361,-0.070794816,0.11532158756033589,-0.003469256,0.13990205872585287,-0.120506183,0.12481888147332613,-0.031191264,0.10948251369868071,-0.028352044,0.13209376888868507,-0.222488278,0.12920304506569671,0.033634516,0.14108251675465713,-0.059989172,0.10927971276759044,0.018864280052201927,0.11557976575934728,-0.089361184,0.12365610558132809,0.038895071097561774,0.13545904785062682,0.2830563534472911,0.15510260637124243
1.2000000000000002,0.053857036,0.053690196,-0.010750051,,,,,0.053857033,0.032049556516694555,-0.039115385,0.10565089457615501,0.061853184,0.11759523514196049,0.10553615392660196,0.16335497210889116,0.12583571721641523,0.15519331032815337,0.2718892315543204,0.18176624858255233,0.24717971330007785,0.17663963371239563,0.2782672638038419,0.18819778575765106,-0.282968111,0.100675894,-0.041543603,0.11608658149087954,0.14156893751900293,0.14503180631194726,-0.079408954,0.13547388573477295,0.014401440939180693,0.12997617678210804,-0.013500725,0.13995745613187666,0.069838835,0.13243394102247982,0.1462317388416883,0.14200266797821287,0.061177906,0.13300019405105334,0.031407363,0.15333612112427258,-0.165649917,0.1383713014884532,-0.042391293,0.13358019650695152,0.18653116839111977,0.15536980996906616
1.3000000000000003,0.04194457,0.048617264,-0.005789237,,,,,0.041944561,0.032761874,-0.090025641,0.081191758,-0.007155336,0.09577388,0.3077429656712514,0.19474031942707523,0.1455140627288031,0.1601359756082279,0.18398324315840342,0.17542857088146635,0.3624804737046361,0.12804016514259783,0.20138311793781677,0.16842099450751238,-0.261716841,0.092948359,0.030743178,0.12690690435120355,-0.02705885,0.10546290005200343,-0.095285688,0.13711123,0.054076636,0.12155700886121446,-0.079002583,0.12890230000911979,-0.082740241,0.14838657071725947,0.02287843,0.11740614863065683,0.082641735,0.1068502637829939,0.040542064,0.12784814631701094,-0.040363713,0.1280592283036302,0.004751514,0.12594583174886023,0.085502697,0.13647886915442276
1.4000000000000004,-0.003261895,0.04831097,-0.005385547,,,,,-0.003261902,0.031405943,-0.13605066,0.061845582,-0.065043729,0.094048607,0.2759876929153249,0.21476064747436555,0.21318611582161262,0.16775364832572978,0.14049086579174366,0.1614191292499561,0.1964156879639288,0.13723251628496996,0.14206261108717266,0.15647224278578306,-0.166360529,0.096972437,0.039480653,0.1471095618259563,-0.152610533,0.11722505719376657,0.059903642,0.13785172267198675,0.086579995,0.10855545155720722,-0.080168906,0.10918256142487615,-0.007968342,0.13695733878186309,-0.004154461,0.1266312778806627,-0.16642506,0.12393917208425632,-0.149011877,0.1270201943481208,-0.129379952,0.15007715469731747,-0.114665368,0.1220256494272663,-0.047505883,0.12000359259543697
