name,true_mean_post-pre,shuffled_mean_post-pre,shuffled_std_post-pre,z-score,p-value,modulation
C030,0.020414220371194503,0.0009508915439709146,0.035658772337660585,0.5458216183922749,0.28800000000000003,0.0
C031,0.08326642802006587,-0.002199613766365177,0.03745987099791559,2.281535934578811,0.017000000000000015,1.0
C032,0.050306488203646804,-0.0021186943267176937,0.032894156408551485,1.5937536709935365,0.06000000000000005,0.0
C033,-0.0999756148937625,0.003239142621514006,0.03467228021647986,-2.9768667324688427,0.006,-1.0
C034,-0.030535202701966913,-0.001358055304537156,0.039234316329930845,-0.7436639688601192,0.226,0.0
C035,0.0010446531758277477,-0.0010535181487440134,0.03658025592216603,0.05735802748444856,0.497,0.0
C036,0.07058106025972097,-0.002676923795621773,0.03649772638303301,2.0071930861260108,0.031000000000000028,0.0
C037,-0.03595925237488498,0.0008457782406964959,0.03661597041785321,-1.0051633261544282,0.156,0.0
C038,0.04059003315950471,-0.0015200870818666958,0.03231941506607559,1.3029357169762872,0.10299999999999998,0.0
C039,-0.06484163213025257,-0.002558886029800395,0.04160266684876927,-1.497085423077744,0.061,0.0
C040,0.015330657565234856,-0.0019746259275018247,0.03789431969051357,0.45667223040472926,0.32199999999999995,0.0
C041,-0.08932102375775977,-0.004457972296641874,0.03298678664781832,-2.572637716039267,0.003,-1.0
C042,-0.08844189867074367,0.0007180967029730073,0.03980580087376287,-2.239874425751965,0.01,-1.0
C043,0.022824483680905394,0.002256160910885615,0.03555899149446779,0.578428181047254,0.28900000000000003,0.0
C044,,,,,0.0,-1.0
C045,-0.02726896236017926,-0.0006317624448759757,0.03001778415123289,-0.8873806201384534,0.186,0.0
C046,-0.07915527246378823,0.00042882428643145496,0.03477853919950301,-2.2883105093544858,0.007,-1.0
C047,0.02808141540914713,-6.888574706211244e-05,0.03355338199550764,0.8389706039164159,0.19899999999999995,0.0
C048,-0.012468697879217006,0.0005178652520823459,0.03237301418975304,-0.40115396901812006,0.341,0.0
C049,0.00035432135376900487,1.9499536267592043e-07,0.032564500614296644,0.010874613512447307,0.494,0.0
C050,,,,,0.0,-1.0
C051,0.13883211947420898,-0.006770918100464419,0.03151261290833002,4.620468572321555,0.0010000000000000009,1.0
C052,-0.023123599782019333,-0.000839776982946897,0.03443876956261672,-0.6470562996902631,0.258,0.0
C053,,,,,0.0,-1.0
C054,0.12588494298553465,-0.007654517788614804,0.03446919615889952,3.874168116904903,0.0020000000000000018,1.0
C055,,,,,0.0,-1.0
C056,-0.02923637282725622,-0.00709385758050069,0.0363834747119594,-0.6085871517784746,0.271,0.0
C057,-0.07378437982077513,0.00019018783674795215,0.032038919001367815,-2.308897115235534,0.009,-1.0
C058,,,,,0.0,-1.0
C059,-0.0591642983263872,-0.0025792676338489175,0.036140217471460845,-1.5657080851055274,0.057,0.0
C060,0.06084270775113271,-0.0048279764868438485,0.03262878648998084,2.0126609445969352,0.015000000000000013,1.0
C061,-0.06759800582852504,0.0004275688878555551,0.029452875039842792,-2.3096412361902887,0.009,-1.0
C062,-0.032141005194311734,-0.0026353496366911507,0.028602947397214803,-1.031559969952386,0.13,0.0
C063,0.00564345833617258,0.0011611638710068808,0.0312780108582817,0.14330497183707225,0.44699999999999995,0.0
C064,,,,,0.0,-1.0
C065,,,,,0.0,-1.0
C066,,,,,0.0,-1.0
C067,-0.07862043955865972,0.003748471911328873,0.03901133168998368,-2.111409887890014,0.019,-1.0
C068,-0.06557313713527574,-0.0004968912376372294,0.03348648891701356,-1.9433582917250865,0.023,-1.0
C069,-0.06947946305272479,-0.0018595128641640875,0.03264878476198813,-2.071132223802961,0.015,-1.0
C070,-0.0941851577797175,0.0033179763568285704,0.03750344222311538,-2.5998449304061393,0.01,-1.0
C071,0.02812456595627505,-0.002685284101442483,0.03121706754424128,0.9869552934161213,0.15800000000000003,0.0
C072,-0.0028330866042295634,0.0026431069159224907,0.028233461763146873,-0.19396110778381867,0.43,0.0
C073,-0.0813549681768565,0.0043665439007688255,0.027849424487554692,-3.0780353150899913,0.002,-1.0
C074,,,,,0.0,-1.0
C075,-0.02679398043420711,-0.0004775905628636401,0.029613531537960678,-0.8886609770810109,0.193,0.0
C076,0.036533347355321266,0.0011703489308502598,0.03031804539242207,1.1664009987038912,0.12,0.0
C077,,,,,0.0,-1.0
C078,-0.0029743070264767746,-0.00664404208680238,0.03115913573559858,0.11777396816988794,0.45999999999999996,0.0
C079,0.03841036604894227,0.00034079289183091334,0.03486219259641653,1.0920016878406125,0.128,0.0
C080,0.11411056680813947,-0.001518606273944177,0.03283648820255406,3.521362344499735,0.0040000000000000036,1.0
C081,-0.001044635478173156,-0.0006543025546426126,0.034100390782747424,-0.011446582123276617,0.497,0.0
C082,-0.006676871081442881,-0.004742212996424277,0.03745978010464846,-0.051646274473953147,0.488,0.0
C083,0.0003576442648951274,-0.0019826943466622563,0.031019602151559165,0.07544708665580836,0.46499999999999997,0.0
C084,0.10188212054245781,0.0030063321769312674,0.03367328530263178,2.936327343082226,0.0010000000000000009,1.0
C085,,,,,0.0,-1.0
C086,0.067673801826108,-0.010771986287602377,0.03925034585394506,1.9986011946395565,0.02200000000000002,1.0
C087,-0.009102011784189568,0.00365357354142854,0.035153581067550586,-0.3628530846148268,0.381,0.0
C088,0.08138565751545368,-0.002172951953201637,0.03694337819116269,2.2618020754973505,0.01200000000000001,1.0
C089,,,,,0.0,-1.0
C090,0.12580339227040893,0.000901429792237613,0.03263449633160262,3.8272986109247427,0.0030000000000000027,1.0
C091,,,,,0.0,-1.0
C092,-0.09133329550806438,-0.002656159991502601,0.03280386706329686,-2.703252495977208,0.003,-1.0
C093,,,,,0.0,-1.0
C094,,,,,0.0,-1.0
C095,0.01882586565582635,-0.002443944854215131,0.03751300979881775,0.566998239387121,0.29500000000000004,0.0
C096,,,,,0.0,-1.0
C097,-0.006483309948770943,-4.484332555485153e-05,0.02166355350636195,-0.2972027013631583,0.394,0.0
C098,-0.05908438241406474,-0.0010074959960639344,0.03579801448574789,-1.6223493747431916,0.057,0.0
C099,,,,,0.0,-1.0
C100,0.06656311965869899,-0.0022201889190506426,0.03011429374842698,2.2840751024201764,0.010000000000000009,1.0
C101,0.022675449523931857,-0.003335970195669305,0.030213918990202152,0.860908501410764,0.18000000000000005,0.0
C102,,,,,0.0,-1.0
C103,-0.165351438739376,0.0012091677774646063,0.038293145328895425,-4.349619366240895,0.001,-1.0
C104,0.01617205956918974,-0.0022892671704794615,0.030349430507637533,0.6082923610386478,0.279,0.0
C105,0.08083911314612498,-0.0014971363106717197,0.03161479895178513,2.6043578383138057,0.0030000000000000027,1.0
C106,0.02264785420007223,-0.00424445722691928,0.0320066436346755,0.8402102930235646,0.20599999999999996,0.0
C107,,,,,0.0,-1.0
C108,0.10024861493568271,0.0003191364929581627,0.034217326133401026,2.92043504665255,0.0050000000000000044,1.0
C109,-0.143073784157394,-0.0029406763005083744,0.03252696314863957,-4.308213687718543,0.001,-1.0
C110,,,,,0.0,-1.0
C111,-0.0313254368634821,-0.0035637426504576226,0.0323594510263128,-0.8579161058835735,0.167,0.0
C112,,,,,0.0,-1.0
C113,0.07515971759247841,0.0022748759292374526,0.033944764582200054,2.1471600277781953,0.014000000000000012,1.0
C114,-0.060228842992365,0.0023717975469828884,0.0365882194963833,-1.7109507213253676,0.037,0.0
C115,-0.09986410623493958,-0.002331601998191167,0.035397217422350594,-2.755372069872481,0.004,-1.0
C116,,,,,0.0,-1.0
C117,0.017383948198335386,0.0011465428126945063,0.04201105533230686,0.38650315392468076,0.33999999999999997,0.0
C118,,,,,0.0,-1.0
C119,,,,,0.0,-1.0
C120,-0.028902783429308868,-0.01220619113839783,0.030786052981067416,-0.5423427388102979,0.271,0.0
C121,-0.023250013939495648,-0.005087166939004297,0.025311249326968727,-0.7175800279893388,0.218,0.0
C122,0.07926461966098297,-0.011727631640841778,0.0391181763075838,2.3260862312792474,0.006000000000000005,1.0
C123,-0.060721797458629045,0.00160552088511283,0.03364704290459708,-1.852386211782858,0.029,0.0
C124,,,,,0.0,-1.0
C125,,,,,0.0,-1.0
C126,0.008911988342268001,0.0016949742286924375,0.02501023123411885,0.2885624705352641,0.39,0.0
C127,,,,,0.0,-1.0
C128,,,,,0.0,-1.0
C129,0.02691894825500986,-0.0007373782965855076,0.03309047656576076,0.8357790343887584,0.17700000000000005,0.0
C130,,,,,0.0,-1.0
C131,0.036894540591245535,0.0009030783556264719,0.03806476935712525,0.9455321244152477,0.18400000000000005,0.0
C132,0.05768790883464796,-0.0018157464512459907,0.033585123104918,1.7717265796527808,0.039000000000000035,0.0
C133,0.06794206434921796,0.00209350264976967,0.03721923435899159,1.7692078527010402,0.030000000000000027,0.0
C134,0.1409526758668369,-0.00020972684825427263,0.03856070200908653,3.6607840459394994,0.0010000000000000009,1.0
C135,-0.01138935983144812,0.0014488007177469971,0.03145873106198976,-0.4080953082277028,0.337,0.0
C136,,,,,0.0,-1.0
C137,,,,,0.0,-1.0
C138,-0.08672365979999114,-0.0010600706159402218,0.0341299864857099,-2.5099215676489632,0.008,-1.0
C139,,,,,0.0,-1.0
C140,,,,,0.0,-1.0
C141,0.05801887324831334,-0.0023693118924021017,0.027949528763058652,2.1606155027748266,0.015000000000000013,1.0
C142,0.06862737906607605,-0.0036580306188590452,0.03234754778265604,2.2346488262610356,0.019000000000000017,1.0
C143,0.03690407046264629,-0.0009328750251825042,0.03780776926194604,1.0007716992155928,0.15900000000000003,0.0
C144,,,,,0.0,-1.0
C145,,,,,0.0,-1.0
C146,,,,,0.0,-1.0
C147,0.05503618092145998,0.0016093642946559846,0.031474831164196276,1.6974456939288962,0.03600000000000003,0.0
C148,,,,,0.0,-1.0
C149,-0.0557238165256021,-0.0044499788561260635,0.03157690883705443,-1.623776346635549,0.052,0.0
C150,0.028265154741107718,-0.00021316009663403945,0.030721910315948626,0.926970834328549,0.16600000000000004,0.0
C151,-0.029594375962347416,-0.0016213325884042785,0.030697239136471793,-0.9112560008925361,0.17,0.0
C152,-0.06823289868724022,0.0012218301917587232,0.031499667653699145,-2.2049352914630695,0.013,-1.0
C153,-0.0628456088013096,0.0026424274022044812,0.03593193387275191,-1.8225580742587113,0.024,-1.0
C154,0.029179430561154254,0.000810638394635514,0.03287460662859209,0.8629393649335868,0.20199999999999996,0.0
C155,0.01131150788298596,-0.0009572170236460476,0.0320065800325498,0.38331883300730835,0.346,0.0
C156,0.09825349012586027,-0.0039661483056562035,0.030798762863058507,3.3189527412519393,0.0010000000000000009,1.0
C157,0.04663988321939044,-0.001147586312842603,0.03295022300392556,1.4502927499622638,0.07499999999999996,0.0
C158,-0.059322800750236354,0.0003040801831919285,0.03921362280383667,-1.52056547368009,0.068,0.0
C159,0.04968885139867665,-0.001398951976845298,0.03704590002483235,1.3790406857783757,0.09599999999999997,0.0
C160,-0.003655725552661901,-0.0018473109000443093,0.02979174394834987,-0.06070187283271672,0.475,0.0
C161,0.00482493610874013,0.0005143217201307958,0.03663176068956405,0.11767423425643246,0.46299999999999997,0.0
C162,0.02081398722093676,-0.0015088849072430633,0.03246983062025506,0.6874957984614356,0.23199999999999998,0.0
C163,-0.003554546962679761,-0.0013518443728507492,0.029660837016737416,-0.07426299495816795,0.468,0.0
C164,0.1431462543095523,-0.001969366514102827,0.03246445686227995,4.469984556934422,0.0020000000000000018,1.0
C165,0.031727013328026576,-0.0011586281109953326,0.0326635505023155,1.0067993507530868,0.15000000000000002,0.0
C166,-0.012707712982135078,0.0013239883215336384,0.030875014445878823,-0.45446784578077043,0.319,0.0
C167,0.008449298017199902,0.0003225583565009183,0.03478562721543332,0.2336234908276542,0.41200000000000003,0.0
C168,0.003340623895733752,9.984874292305811e-05,0.027053697834732354,0.11979046903710475,0.45699999999999996,0.0
C169,-0.021947620032910842,0.0004149811817647811,0.03130313535944496,-0.7143885415276221,0.223,0.0
C170,-0.046520402248968085,-0.0006943443876234053,0.03636773374515935,-1.2600746085104702,0.09,0.0
C171,0.01717893570102587,0.0033179346841531844,0.03154436205634686,0.43941294460522445,0.33599999999999997,0.0
C172,0.21792690656610192,-0.00010833895687165654,0.03820029746744709,5.707684494048124,0.0020000000000000018,1.0
C173,,,,,0.0,-1.0
C174,,,,,0.0,-1.0
C175,,,,,0.0,-1.0
C176,,,,,0.0,-1.0
C177,,,,,0.0,-1.0
C178,,,,,0.0,-1.0
C179,,,,,0.0,-1.0
C180,,,,,0.0,-1.0
C181,,,,,0.0,-1.0
C182,,,,,0.0,-1.0
C183,,,,,0.0,-1.0
C184,,,,,0.0,-1.0
C185,,,,,0.0,-1.0
C186,,,,,0.0,-1.0
C187,,,,,0.0,-1.0
C188,,,,,0.0,-1.0
C189,,,,,0.0,-1.0
C190,,,,,0.0,-1.0
C191,,,,,0.0,-1.0
C192,,,,,0.0,-1.0
C193,,,,,0.0,-1.0
C194,,,,,0.0,-1.0
C195,,,,,0.0,-1.0
C196,,,,,0.0,-1.0
C197,,,,,0.0,-1.0
C198,,,,,0.0,-1.0
C199,,,,,0.0,-1.0
C200,,,,,0.0,-1.0
C201,,,,,0.0,-1.0
C202,,,,,0.0,-1.0
C203,,,,,0.0,-1.0
C204,,,,,0.0,-1.0
C205,,,,,0.0,-1.0
C206,,,,,0.0,-1.0
C207,,,,,0.0,-1.0
C208,,,,,0.0,-1.0
C209,,,,,0.0,-1.0
C210,,,,,0.0,-1.0
C211,,,,,0.0,-1.0
C212,,,,,0.0,-1.0
C213,,,,,0.0,-1.0
C214,,,,,0.0,-1.0
C215,,,,,0.0,-1.0
C216,,,,,0.0,-1.0
C217,,,,,0.0,-1.0
C218,,,,,0.0,-1.0
C219,,,,,0.0,-1.0
C220,,,,,0.0,-1.0
C221,,,,,0.0,-1.0
C222,,,,,0.0,-1.0
C223,,,,,0.0,-1.0
C224,,,,,0.0,-1.0
C225,,,,,0.0,-1.0
C226,,,,,0.0,-1.0
C227,,,,,0.0,-1.0
C228,,,,,0.0,-1.0
C229,,,,,0.0,-1.0
C230,,,,,0.0,-1.0
C231,,,,,0.0,-1.0
C232,,,,,0.0,-1.0
C233,,,,,0.0,-1.0
C234,,,,,0.0,-1.0
C235,,,,,0.0,-1.0
C236,,,,,0.0,-1.0
C237,,,,,0.0,-1.0
C238,,,,,0.0,-1.0
C239,,,,,0.0,-1.0
C240,,,,,0.0,-1.0
C241,,,,,0.0,-1.0
C242,,,,,0.0,-1.0
C243,,,,,0.0,-1.0
C244,,,,,0.0,-1.0
C245,,,,,0.0,-1.0
C246,,,,,0.0,-1.0
C247,,,,,0.0,-1.0
C248,,,,,0.0,-1.0
C249,,,,,0.0,-1.0
C250,,,,,0.0,-1.0
C251,,,,,0.0,-1.0
C252,,,,,0.0,-1.0
C253,,,,,0.0,-1.0
C254,,,,,0.0,-1.0
C255,,,,,0.0,-1.0
C256,,,,,0.0,-1.0
C257,,,,,0.0,-1.0
C258,,,,,0.0,-1.0
C259,,,,,0.0,-1.0
C260,,,,,0.0,-1.0
C261,,,,,0.0,-1.0
C262,,,,,0.0,-1.0
C263,,,,,0.0,-1.0
C264,,,,,0.0,-1.0
C265,,,,,0.0,-1.0
C266,,,,,0.0,-1.0
C267,,,,,0.0,-1.0
C268,,,,,0.0,-1.0
C269,,,,,0.0,-1.0
C270,,,,,0.0,-1.0
C271,,,,,0.0,-1.0
C272,,,,,0.0,-1.0
C273,,,,,0.0,-1.0
C274,,,,,0.0,-1.0
C275,,,,,0.0,-1.0
C276,,,,,0.0,-1.0
C277,,,,,0.0,-1.0
C278,,,,,0.0,-1.0
C279,,,,,0.0,-1.0
C280,,,,,0.0,-1.0
C281,,,,,0.0,-1.0
C282,,,,,0.0,-1.0
C283,,,,,0.0,-1.0
C284,,,,,0.0,-1.0
C285,,,,,0.0,-1.0
C286,,,,,0.0,-1.0
C287,,,,,0.0,-1.0
C288,,,,,0.0,-1.0
C289,,,,,0.0,-1.0
C290,,,,,0.0,-1.0
C291,,,,,0.0,-1.0
C292,,,,,0.0,-1.0
C293,,,,,0.0,-1.0
C294,,,,,0.0,-1.0
C295,,,,,0.0,-1.0
C296,,,,,0.0,-1.0
C297,,,,,0.0,-1.0
C298,,,,,0.0,-1.0
C299,,,,,0.0,-1.0
C300,,,,,0.0,-1.0
C301,,,,,0.0,-1.0
C302,,,,,0.0,-1.0
C303,,,,,0.0,-1.0
C304,,,,,0.0,-1.0
C305,,,,,0.0,-1.0
C306,,,,,0.0,-1.0
C307,,,,,0.0,-1.0
C308,,,,,0.0,-1.0
C309,,,,,0.0,-1.0
C310,,,,,0.0,-1.0
C311,,,,,0.0,-1.0
C312,,,,,0.0,-1.0
C313,,,,,0.0,-1.0
C314,,,,,0.0,-1.0
C315,,,,,0.0,-1.0
C316,,,,,0.0,-1.0
C317,,,,,0.0,-1.0
C318,,,,,0.0,-1.0
C319,,,,,0.0,-1.0
C320,,,,,0.0,-1.0
C321,,,,,0.0,-1.0
C322,,,,,0.0,-1.0
C323,,,,,0.0,-1.0
C324,,,,,0.0,-1.0
