name,true_mean_post-pre,shuffled_mean_post-pre,shuffled_std_post-pre,z-score,p-value,modulation
population,0.08042509501191297,-0.005105846092922487,0.039156275109041946,2.184348252397601,0.010000000000000009,1.0
up_modulated,0.2911577033476944,-0.006287658663122448,0.05727762200749633,5.193046631228651,0.0010000000000000009,1.0
down_modulated,-0.22150192704429117,-0.0044810185826219965,0.042457623619156636,-5.111470920001056,0.0,-1.0
non_modulated,0.01672783078825202,-0.004414745183738972,0.035499354335837154,0.5955763525154381,0.28400000000000003,0.0
C000,,,,,0.0,-1.0
C001,0.6917031646363319,-0.00870498727195273,0.10185888131747174,6.876260006481578,0.0010000000000000009,1.0
C002,-0.19780413955792842,-0.003647674813113019,0.08842394063689146,-2.19574544344398,0.014,-1.0
C003,,,,,0.0,-1.0
C004,,,,,0.0,-1.0
C005,-0.2019712910663788,-0.006145791933795223,0.05862901342322392,-3.3400783622092103,0.003,-1.0
C006,,,,,0.0,-1.0
C007,0.25101565926404196,-0.0056477739910433585,0.0908555735506845,2.8249607946385766,0.0010000000000000009,1.0
C008,0.42583171621448135,-0.00604971209081156,0.08754740372760546,4.933115202925339,0.0010000000000000009,1.0
C009,,,,,0.0,-1.0
C010,,,,,0.0,-1.0
C011,,,,,0.0,-1.0
C012,,,,,0.0,-1.0
C013,,,,,0.0,-1.0
C014,,,,,0.0,-1.0
C015,-0.23456563780686762,-0.006054548601775992,0.08295089532621262,-2.754775440415069,0.002,-1.0
C016,,,,,0.0,-1.0
C017,0.16094412813447967,-0.0047411941334580664,0.08494831313431697,1.9504251015080492,0.031000000000000028,0.0
C018,0.24870596248999233,-0.009400065620381648,0.08681632204412015,2.973012701219987,0.0030000000000000027,1.0
C019,0.20692635834614925,-0.00807763998309376,0.07859536067037688,2.7355812925263345,0.0040000000000000036,1.0
C020,0.24279508207477418,-0.012168252390471505,0.10197251425078013,2.500314288987879,0.0050000000000000044,1.0
C021,,,,,0.0,-1.0
C022,,,,,0.0,-1.0
C023,,,,,0.0,-1.0
C024,,,,,0.0,-1.0
C025,,,,,0.0,-1.0
C026,,,,,0.0,-1.0
C027,-0.02491468167458455,-0.004302088212340764,0.09279760050773968,-0.22212420740905486,0.402,0.0
C028,,,,,0.0,-1.0
C029,,,,,0.0,-1.0
C030,,,,,0.0,-1.0
C031,,,,,0.0,-1.0
C032,0.16439610130202065,-0.002398726119509223,0.07438147231064518,2.2424243866124556,0.010000000000000009,1.0
C033,0.0756213540995193,-0.0009772992927640646,0.07949689660684674,0.9635426873466937,0.14500000000000002,0.0
C034,-0.0008951121429568998,-0.006504163571323643,0.06494035981778858,0.0863723490923791,0.46299999999999997,0.0
C035,0.1181293366772147,-0.005210859983359468,0.08609875671954657,1.432543295164364,0.06699999999999995,0.0
C036,,,,,0.0,-1.0
C037,-0.12104296221095831,0.0004518475831554562,0.08541318902296155,-1.4224361738964275,0.059,0.0
C038,,,,,0.0,-1.0
C039,,,,,0.0,-1.0
C040,-0.16112756128565664,-0.0020252403025674266,0.08650530262301553,-1.8392204426640382,0.031,0.0
C041,,,,,0.0,-1.0
C042,-0.05818872079651914,-0.0053345215747017385,0.09980260818901958,-0.5295873542875255,0.322,0.0
C043,,,,,0.0,-1.0
C044,,,,,0.0,-1.0
C045,,,,,0.0,-1.0
C046,0.0871573314764148,-0.00782342734646943,0.08081924104339516,1.175224582619938,0.118,0.0
C047,,,,,0.0,-1.0
C048,0.060246799898515,-0.008907754625965807,0.07387135988967217,0.9361483886009955,0.17400000000000004,0.0
C049,0.15399426136214256,-0.0006663621698422263,0.068507498307478,2.2575721979779644,0.009000000000000008,1.0
C050,,,,,0.0,-1.0
C051,,,,,0.0,-1.0
