Time,population_mean,population_sem,up_modulated_mean,up_modulated_sem,down_modulated_mean,down_modulated_sem,non_modulated_mean,non_modulated_sem,C000_mean,C000_sem,C001_mean,C001_sem,C002_mean,C002_sem,C003_mean,C003_sem,C004_mean,C004_sem,C005_mean,C005_sem,C006_mean,C006_sem,C007_mean,C007_sem,C008_mean,C008_sem,C009_mean,C009_sem,C010_mean,C010_sem,C011_mean,C011_sem,C012_mean,C012_sem,C013_mean,C013_sem,C014_mean,C014_sem,C015_mean,C015_sem,C016_mean,C016_sem,C017_mean,C017_sem,C018_mean,C018_sem,C019_mean,C019_sem,C020_mean,C020_sem,C021_mean,C021_sem,C022_mean,C022_sem,C023_mean,C023_sem,C024_mean,C024_sem,C025_mean,C025_sem,C026_mean,C026_sem,C027_mean,C027_sem,C028_mean,C028_sem,C029_mean,C029_sem,C030_mean,C030_sem,C031_mean,C031_sem,C032_mean,C032_sem,C033_mean,C033_sem,C034_mean,C034_sem,C035_mean,C035_sem,C036_mean,C036_sem,C037_mean,C037_sem,C038_mean,C038_sem,C039_mean,C039_sem,C040_mean,C040_sem,C041_mean,C041_sem,C042_mean,C042_sem,C043_mean,C043_sem,C044_mean,C044_sem,C045_mean,C045_sem,C046_mean,C046_sem,C047_mean,C047_sem,C048_mean,C048_sem,C049_mean,C049_sem,C050_mean,C050_sem,C051_mean,C051_sem,C052_mean,C052_sem,C053_mean,C053_sem,C054_mean,C054_sem,C055_mean,C055_sem,C056_mean,C056_sem,C057_mean,C057_sem,C058_mean,C058_sem,C059_mean,C059_sem,C060_mean,C060_sem,C061_mean,C061_sem,C062_mean,C062_sem,C063_mean,C063_sem,C064_mean,C064_sem,C065_mean,C065_sem,C066_mean,C066_sem,C067_mean,C067_sem,C068_mean,C068_sem,C069_mean,C069_sem,C070_mean,C070_sem,C071_mean,C071_sem,C072_mean,C072_sem,C073_mean,C073_sem,C074_mean,C074_sem,C075_mean,C075_sem,C076_mean,C076_sem,C077_mean,C077_sem,C078_mean,C078_sem,C079_mean,C079_sem,C080_mean,C080_sem,C081_mean,C081_sem,C082_mean,C082_sem,C083_mean,C083_sem,C084_mean,C084_sem,C085_mean,C085_sem,C086_mean,C086_sem,C087_mean,C087_sem,C088_mean,C088_sem,C089_mean,C089_sem,C090_mean,C090_sem,C091_mean,C091_sem,C092_mean,C092_sem,C093_mean,C093_sem,C094_mean,C094_sem,C095_mean,C095_sem,C096_mean,C096_sem,C097_mean,C097_sem,C098_mean,C098_sem,C099_mean,C099_sem,C100_mean,C100_sem,C101_mean,C101_sem,C102_mean,C102_sem,C103_mean,C103_sem,C104_mean,C104_sem,C105_mean,C105_sem,C106_mean,C106_sem,C107_mean,C107_sem,C108_mean,C108_sem,C109_mean,C109_sem,C110_mean,C110_sem,C111_mean,C111_sem,C112_mean,C112_sem,C113_mean,C113_sem,C114_mean,C114_sem,C115_mean,C115_sem,C116_mean,C116_sem,C117_mean,C117_sem,C118_mean,C118_sem,C119_mean,C119_sem,C120_mean,C120_sem,C121_mean,C121_sem,C122_mean,C122_sem,C123_mean,C123_sem,C124_mean,C124_sem,C125_mean,C125_sem,C126_mean,C126_sem,C127_mean,C127_sem,C128_mean,C128_sem,C129_mean,C129_sem,C130_mean,C130_sem,C131_mean,C131_sem,C132_mean,C132_sem,C133_mean,C133_sem,C134_mean,C134_sem,C135_mean,C135_sem,C136_mean,C136_sem,C137_mean,C137_sem,C138_mean,C138_sem,C139_mean,C139_sem,C140_mean,C140_sem,C141_mean,C141_sem,C142_mean,C142_sem,C143_mean,C143_sem,C144_mean,C144_sem,C145_mean,C145_sem,C146_mean,C146_sem,C147_mean,C147_sem,C148_mean,C148_sem,C149_mean,C149_sem,C150_mean,C150_sem,C151_mean,C151_sem,C152_mean,C152_sem,C153_mean,C153_sem,C154_mean,C154_sem,C155_mean,C155_sem,C156_mean,C156_sem,C157_mean,C157_sem,C158_mean,C158_sem,C159_mean,C159_sem,C160_mean,C160_sem,C161_mean,C161_sem,C162_mean,C162_sem,C163_mean,C163_sem,C164_mean,C164_sem,C165_mean,C165_sem,C166_mean,C166_sem,C167_mean,C167_sem,C168_mean,C168_sem,C169_mean,C169_sem,C170_mean,C170_sem,C171_mean,C171_sem,C172_mean,C172_sem,C173_mean,C173_sem,C174_mean,C174_sem,C175_mean,C175_sem,C176_mean,C176_sem,C177_mean,C177_sem,C178_mean,C178_sem,C179_mean,C179_sem,C180_mean,C180_sem,C181_mean,C181_sem,C182_mean,C182_sem,C183_mean,C183_sem,C184_mean,C184_sem,C185_mean,C185_sem,C186_mean,C186_sem,C187_mean,C187_sem,C188_mean,C188_sem,C189_mean,C189_sem,C190_mean,C190_sem,C191_mean,C191_sem,C192_mean,C192_sem,C193_mean,C193_sem,C194_mean,C194_sem,C195_mean,C195_sem,C196_mean,C196_sem,C197_mean,C197_sem,C198_mean,C198_sem,C199_mean,C199_sem,C200_mean,C200_sem,C201_mean,C201_sem,C202_mean,C202_sem,C203_mean,C203_sem,C204_mean,C204_sem,C205_mean,C205_sem,C206_mean,C206_sem,C207_mean,C207_sem,C208_mean,C208_sem,C209_mean,C209_sem,C210_mean,C210_sem,C211_mean,C211_sem,C212_mean,C212_sem,C213_mean,C213_sem,C214_mean,C214_sem,C215_mean,C215_sem,C216_mean,C216_sem,C217_mean,C217_sem,C218_mean,C218_sem,C219_mean,C219_sem,C220_mean,C220_sem,C221_mean,C221_sem,C222_mean,C222_sem,C223_mean,C223_sem,C224_mean,C224_sem,C225_mean,C225_sem,C226_mean,C226_sem,C227_mean,C227_sem,C228_mean,C228_sem,C229_mean,C229_sem,C230_mean,C230_sem,C231_mean,C231_sem,C232_mean,C232_sem,C233_mean,C233_sem,C234_mean,C234_sem
-2.065499,0.24844926736567635,0.023133683617665764,0.3463359823527703,0.06617126812864349,0.30089878063454134,0.18902530515313934,0.15864375347638354,0.07522735037755676,,,0.17722465678110294,0.043394487815941504,0.8425315366078358,0.05962800004861055,,,,,-0.3112134356740823,0.047920284167069206,,,0.33607640493578467,0.052900566281057514,0.23080874973170687,0.044074728378207154,,,,,,,,,,,,,0.21018072348294767,0.06393688695582189,,,0.8886708344168465,0.058216508373953216,0.31800604944194155,0.04297612827738771,-0.07915557389458677,0.04797957378281766,0.5207739264346365,0.06079937142839239,,,,,,,,,,,,,-0.15940502592452052,0.048865281975909176,,,,,,,,,0.6022015225420849,0.0447684537443679,0.29171167707994156,0.05344675504638798,-0.015295445792407514,0.04439918454177106,0.2269968714000929,0.06168672164385672,,,0.12865754850942202,0.0688754763182566,,,,,0.41349974105180876,0.05904265350957169,,,-0.08733066038896052,0.0322643081153168,,,,,,,0.33004456974175145,0.06486044163810246,,,0.4011440242044569,0.043577681192772,0.6571921380079228,0.040251901609936316,,,,,0.1418467817451986,0.05203353542678844,,,,,,,0.2689323885720489,0.05842387608675563,-0.11725819148871473,0.045202805646396664,,,,,-0.15222227168869992,0.06386146773396342,,,,,,,0.3876490247673129,0.04781725797408902,,,0.009162986387221052,0.0582600926024117,,,,,,,0.4899092835948131,0.04680053679510275,0.4940626901839567,0.05564840275977387,0.48113271172565014,0.056432361556899874,-0.23524434915625014,0.04379820367053775,0.0013512401865208503,0.04471065033840772,0.5061826195033025,0.039841824180604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.99887,0.26633034719264503,0.023595794437498794,0.36874017764179273,0.06638603763771783,0.3155021683856204,0.19013904179279129,0.17415677561398651,0.07797650089822306,,,0.21320031498397363,0.04551341861437039,0.858841903175446,0.06034173141883818,,,,,-0.3012538558840909,0.04845827707719162,,,0.33310911805126775,0.05393852298345559,0.25135196216112043,0.04549653850726945,,,,,,,,,,,,,0.2510123924863176,0.06511484585611116,,,0.9273563521135456,0.05915515102206996,0.3218771679224505,0.04343654661260624,-0.0613617548009235,0.04853475749221915,0.5527058612734872,0.06165704701424106,,,,,,,,,,,,,-0.13869020399656226,0.04951465742714741,,,,,,,,,0.6273811512344161,0.044897223720164976,0.3138995058455526,0.0569689889864656,-0.01210888217576931,0.04469881333512598,0.25176584303534605,0.06181964459232474,,,0.15720649630675018,0.0708308968324166,,,,,0.43303059914811903,0.060035934843083255,,,-0.09540589435132374,0.03285835008719834,,,,,,,0.34552171748120686,0.0654266161203002,,,0.4315330865903685,0.04380533770804915,0.6677015816721963,0.04041381909773216,,,,,0.16246364247122774,0.050887688555779145,,,,,,,0.2544877613577391,0.057700746201634734,-0.11336484853272773,0.04591393768944885,,,,,-0.1471611919820734,0.0645386280174917,,,,,,,0.4266937968589909,0.049433128785656526,,,0.035867379415173865,0.05879898956174687,,,,,,,0.5183824197035756,0.04815925471824457,0.5144226407926901,0.05639077006823872,0.5045880782356422,0.05620319764617615,-0.2463350237572571,0.044048298193328006,0.012209133391739135,0.04502539436879417,0.5379731332257844,0.04061588420981851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.9322409999999999,0.28172287347590663,0.02400483444711911,0.38965708745318034,0.06609709335361455,0.3296682844499872,0.1930282060418181,0.18578926762814746,0.08031383640198679,,,0.24975071780641522,0.047312978089195504,0.879935037177824,0.06142277062895012,,,,,-0.29364610194222684,0.04844881887531963,,,0.3364263172812728,0.055064573769073984,0.26465587318706546,0.046608455530856484,,,,,,,,,,,,,0.28163912057744667,0.06590364638904973,,,0.9644063457184083,0.06010739231294217,0.3180599040184446,0.043717086154657143,-0.0367656587509844,0.049117295838982535,0.5871124425940804,0.06276233780078844,,,,,,,,,,,,,-0.1389070068971878,0.04968054043190859,,,,,,,,,0.6347795297794367,0.044707296658073326,0.31615170935832404,0.05953157887646084,-0.004774323941615015,0.04493334360839547,0.281153071545218,0.0619127055751986,,,0.16885359317529947,0.07206837165068385,,,,,0.4423445105052063,0.06089600289226197,,,-0.09554989746895798,0.03264616251068816,,,,,,,0.3711831764257503,0.06578221120488009,,,0.45434132228033464,0.043755002896792565,0.6769506103412325,0.040299966194356183,,,,,0.17596826914168232,0.05077262957308787,,,,,,,0.24146723471853038,0.05686994423477324,-0.11241178981069845,0.04667383779603448,,,,,-0.13184017123630856,0.06443224797039727,,,,,,,0.46992048548276577,0.05142581205777018,,,0.0616590999240099,0.05923117094159712,,,,,,,0.5450794211028628,0.04950200824486356,0.5389461317183619,0.05806717729909057,0.5167434008318997,0.055683237952182,-0.2568378578901946,0.04401644695161345,0.021803930313198435,0.04513140955200171,0.568256306671562,0.041241431301725785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.865612,0.29777562285795117,0.024338665086480832,0.4118483219895799,0.06608666610692036,0.34847281242675987,0.19634410488389487,0.19637822280487982,0.08255313487499731,,,0.2901338106055742,0.04882540144938785,0.9038959316669098,0.06253549853663945,,,,,-0.28199224353002,0.04821249690895449,,,0.3436760065504143,0.05609506844589532,0.2862370500681197,0.047150352634717715,,,,,,,,,,,,,0.3124051777115308,0.06642478065668526,,,1.0001158513316795,0.06091965716590078,0.3267494142852944,0.04410185948726987,-0.020537891076192513,0.04940458795404261,0.6259590294781566,0.06353956094840711,,,,,,,,,,,,,-0.13318598704007956,0.04925511378515048,,,,,,,,,0.636092580593512,0.04460212589804394,0.313512182929878,0.06014659669587103,-0.001578636920688985,0.045555805245997255,0.3095117005564855,0.062242693332834706,,,0.17423523860923498,0.07360167165596163,,,,,0.4600645868552171,0.060736694446030186,,,-0.0856030171601216,0.03260423780262633,,,,,,,0.3868460461675006,0.065821199616612,,,0.4818832978124319,0.044699323147789106,0.6960116225544828,0.04021651578514282,,,,,0.1876834318603942,0.050324732683773195,,,,,,,0.23437268430539765,0.05641542993902472,-0.11067022900855125,0.04681265545305972,,,,,-0.12187343232046191,0.06480497965050973,,,,,,,0.5069873337080135,0.053105882611181245,,,0.08974431996405062,0.05917239414542267,,,,,,,0.5655008412166115,0.05036451784749448,0.5736825119799811,0.06008856709561801,0.5264581717089524,0.054114925148930494,-0.2637174061114541,0.04388987226279598,0.018369765607659835,0.04568936750008353,0.5956257459269216,0.04179093451536057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.798983,0.31334168907554216,0.02453234514657863,0.433907101555181,0.06598913987892929,0.3660407918856093,0.20254941614196045,0.20644915641395073,0.08534229800670709,,,0.32800871346206906,0.05008684363269863,0.9376891074647012,0.06316893754510779,,,,,-0.2780405539117486,0.04859234684310075,,,0.339649416568313,0.05668166425227879,0.3035869568108382,0.04829571959308805,,,,,,,,,,,,,0.333586757990825,0.06784601636376833,,,1.0403905322112685,0.06192121993618984,0.35420738534025265,0.046216054582456145,0.002020993685924761,0.04947590876721021,0.6587177108288494,0.06449704258545715,,,,,,,,,,,,,-0.13871914052663384,0.04920240651436389,,,,,,,,,0.6461843790522881,0.04437949542252331,0.31174668791727506,0.06106828794156808,0.01232669444178304,0.04611060705373268,0.3386032085720032,0.06317333503611143,,,0.18693566712207232,0.07496403279465134,,,,,0.4671669219594437,0.060213216399229906,,,-0.08485523475792818,0.033550519930792506,,,,,,,0.4037431946772999,0.0659226747281752,,,0.5181550896309619,0.04562717354957108,0.7112904777848822,0.04051707638841082,,,,,0.19490174833639873,0.050752367968113575,,,,,,,0.22828859521083344,0.05541377631477138,-0.10451414693052434,0.04755887895076528,,,,,-0.11939255650948741,0.0648359587251672,,,,,,,0.5462340928944435,0.0545368067418878,,,0.11328670233922487,0.05853408968933023,,,,,,,0.586422964968437,0.051005404772515694,0.6086800526734355,0.06170233318904739,0.536429699662685,0.052397401950833304,-0.27085038661930577,0.04380261314866621,0.011118523435899495,0.04642835192710275,0.6172754249266491,0.04221266374785004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.732354,0.32738020764117426,0.024558246516147134,0.4547906959873105,0.06499760707153901,0.3877780378577851,0.20949941526488955,0.2129480157140102,0.0885003618625538,,,0.36945782239985975,0.0512748744619558,0.9674236741779376,0.06399661182626827,,,,,-0.27595399381754326,0.0491133719577915,,,0.34000378366595185,0.057493036153229635,0.31587632674842986,0.04846311442018964,,,,,,,,,,,,,0.3629800550025311,0.06791794267672278,,,1.079622845820606,0.06252462092346962,0.38155769584031013,0.04747766199299023,0.034284649696890226,0.049296980899787096,0.6964886044662475,0.06490861906006115,,,,,,,,,,,,,-0.1445924529855496,0.048771159122345635,,,,,,,,,0.65601158191954,0.0436259696110957,0.2990807647207441,0.061342123214242136,0.01632295472482928,0.04576623666304964,0.37080710030349867,0.0635074157160968,,,0.2207044218265674,0.07560761472003105,,,,,0.47232645684749824,0.05993254596624542,,,-0.0944733094285197,0.03438180731739657,,,,,,,0.4206323790571694,0.06568479187710659,,,0.54185291965877,0.04626795127706017,0.7190145116464784,0.040553673398675605,,,,,0.17820283879691354,0.05139064502549144,,,,,,,0.2245875289521845,0.05455951733328803,-0.10717898457021656,0.04801110112203154,,,,,-0.11824331788472185,0.06481060279652721,,,,,,,0.5809145313704851,0.05541895046584675,,,0.1376537825333483,0.057885002825552985,,,,,,,0.5993467187986415,0.05171919409785281,0.6598529249738154,0.06447280218461167,0.5509221641684983,0.050826412767164104,-0.28210592680929075,0.043504842561179397,0.0032873971773661973,0.04688976701488292,0.626878342761542,0.04220798586510275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.6657250000000001,0.34451347480042704,0.024578734864164387,0.4753696541522722,0.06466624629651266,0.4112466829062374,0.2164901367407596,0.22551720947802745,0.09120626892011266,,,0.4040221075471254,0.05202223515344468,0.9978282816180035,0.06486312871119336,,,,,-0.2688721991961243,0.04892596944758609,,,0.3390772968725583,0.05808284436907017,0.3321726474574773,0.04849595518876355,,,,,,,,,,,,,0.3873499656927006,0.06816964707101822,,,1.1165577086593452,0.06277445201058114,0.4073568464248947,0.04962294899702552,0.05595744132698291,0.049050687484024635,0.736754990677859,0.06558463959772393,,,,,,,,,,,,,-0.13879397802323645,0.04850033143196262,,,,,,,,,0.6637056750913858,0.04322235730630099,0.3020852222387929,0.062145965689717114,0.023959071295317182,0.04556120496349669,0.41176694540954717,0.06358731238051363,,,0.24043704485880057,0.07650306968965814,,,,,0.4719284353568563,0.059593742574425713,,,-0.10652127742214054,0.035567265208528306,,,,,,,0.4391161248380275,0.06591018663024506,,,0.577158944998537,0.04663068397111233,0.7228827949487319,0.04039587130466503,,,,,0.20982330410650696,0.05094872541394416,,,,,,,0.2217163317232286,0.05358366463436995,-0.09916872694403185,0.04817638280918085,,,,,-0.11435388148236571,0.06486806902609138,,,,,,,0.6263551484922885,0.056582356612915774,,,0.1673473711675018,0.0583025984378442,,,,,,,0.6162565248254411,0.05178331329266753,0.7182110346933784,0.06642312424246029,0.5601696394466111,0.049843106375982556,-0.2903212862312693,0.04328593253682193,0.004432060543140574,0.04707946961170487,0.6325470049950209,0.042318686434231534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.599096,0.36047202805534645,0.024543828399300614,0.49887047356886494,0.06557772831284261,0.42868864273480883,0.22289099349358626,0.2353554988197907,0.0935882219848351,,,0.446400373548478,0.05283060636039467,1.0194146137199849,0.06551525121575473,,,,,-0.2730063421525707,0.04880351725576166,,,0.3416951267623656,0.05851029204692278,0.3441372359130654,0.048564582430584834,,,,,,,,,,,,,0.41521826241535564,0.06879538216094382,,,1.1609549591938984,0.06274713893888928,0.43666979323887517,0.050927365214953085,0.07872856458024875,0.04927304452480755,0.782653467622225,0.0654587598186885,,,,,,,,,,,,,-0.12556175628099117,0.04866186004876822,,,,,,,,,0.6765762541199942,0.04219557246390531,0.30335186507127565,0.062394779514794246,0.05061885943386731,0.04552079742455151,0.43241723900883366,0.0635248536673939,,,0.2543463116833137,0.07759117430184619,,,,,0.4757937784599589,0.05936568698359537,,,-0.1119852785811608,0.036029458767374956,,,,,,,0.4630585320788115,0.06593002941237744,,,0.6005111855474925,0.046961614012216504,0.7374460015162416,0.04031732339341329,,,,,0.20655002696764505,0.050791415709785404,,,,,,,0.22225350326568408,0.05281778784993088,-0.08841509658087195,0.04831748344061255,,,,,-0.11241764228605915,0.06484317235988102,,,,,,,0.6706461564784901,0.05772967145525219,,,0.1883551529606821,0.05751699589329174,,,,,,,0.6318869695892404,0.05230563782889717,0.7595631764255906,0.06871221187918429,0.5592912663998532,0.0493051220950329,-0.297699427818007,0.043207197830448005,-0.005126841181207913,0.047744216825273675,0.6512505864964732,0.042319066078769445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.532467,0.3757996438132662,0.02441017898102906,0.5199592531735965,0.06632639644616255,0.44533408577193356,0.22783832539652643,0.24595042113134433,0.09601584267661474,,,0.5019897106709057,0.054042687661701456,1.035964082166551,0.0656391780098357,,,,,-0.26696453104681683,0.04861730024335304,,,0.33770019854625677,0.05795915806259471,0.36436181810825286,0.048651947176931734,,,,,,,,,,,,,0.432386113062942,0.069678171726037,,,1.1970679729573437,0.06284019439662067,0.44443957453168315,0.0507101246827196,0.10422402019435284,0.049333111319556276,0.8257466233215759,0.06588923042624001,,,,,,,,,,,,,-0.11642716421000462,0.04825866669139651,,,,,,,,,0.6843074939374164,0.04157830721814299,0.31122868051102687,0.0629147941372253,0.05681813592605596,0.045688682533607236,0.45025706054820863,0.06221520705916577,,,0.2569649760273185,0.07726796529578517,,,,,0.48187133777432783,0.059255320065160766,,,-0.1066362473037661,0.0366497446347458,,,,,,,0.48869293358621935,0.06595216574099533,,,0.6288211968007259,0.048490755741138425,0.7488359670503258,0.04080628661960374,,,,,0.21155445864197678,0.05080485753001921,,,,,,,0.21873382967610644,0.05233393687121512,-0.07641603821892504,0.048517735505115824,,,,,-0.10845042391725468,0.06542730540486298,,,,,,,0.7078032177500329,0.05863892931282198,,,0.20648536881903012,0.056666889960856705,,,,,,,0.6410784115473371,0.05249110817309254,0.8065509350008854,0.07053662090801306,0.5742834107209505,0.04881427648951917,-0.30830437298105456,0.042927335375892724,-0.006119178761639504,0.04839468972455404,0.6725386336059891,0.042954641931227076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.465838,0.39234922322652344,0.024322549735552347,0.5413189709686237,0.06934020549374523,0.46411939087665594,0.230856578579715,0.25819373305196736,0.09812292523203851,,,0.5497587983251351,0.05577862918477836,1.0397182095493265,0.06572994642100301,,,,,-0.2549826198101957,0.04843923642401989,,,0.32306224193786276,0.057728257332383806,0.3741996133383501,0.04937220992280197,,,,,,,,,,,,,0.4748407817390564,0.07086771811408439,,,1.2353047806583541,0.06290116030006293,0.45022229896661436,0.050760125278456365,0.12115007059906568,0.04993189137542217,0.8869009033015259,0.06689762131668656,,,,,,,,,,,,,-0.09767723240250678,0.04835862371255723,,,,,,,,,0.696603234908514,0.040670830427724174,0.311471974794176,0.06327234740789892,0.0813994181858539,0.046304538858615324,0.4677593263356105,0.06057454512525764,,,0.26675037048923456,0.07551222403771667,,,,,0.5021565038005449,0.059032442654300424,,,-0.10421240142247311,0.0372404892879811,,,,,,,0.519311256163279,0.06583210137111628,,,0.6415428826103015,0.0488999662618612,0.7593305463337559,0.04165264195230253,,,,,0.21353580987516074,0.05069104333531317,,,,,,,0.20759927889737168,0.05168796069911599,-0.06303248918333719,0.049142000793955413,,,,,-0.09186142786892317,0.06594704141436199,,,,,,,0.7485495850748538,0.05976679761661963,,,0.22418808204972976,0.05559800862603292,,,,,,,0.663337417950078,0.05230056216685121,0.8534213040077204,0.07218238360935818,0.5885371368988289,0.048985632722586096,-0.31455789816261975,0.042594827118797585,-0.025328281940006303,0.0489217579718885,0.6985248588379984,0.04418941320304556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
